Apelido,AtletaID,ClubeID,Participou,Pontos,Preco,Rodada,ano,dia,mes
Juan,36540,Internacional,True,2.0,12.88,1,2014,19.0,4.0
Juan,36540,Internacional,True,3.4,12.04,2,2014,27.0,4.0
Juan,36540,Internacional,True,0.1,10.85,3,2014,4.0,5.0
Juan,36540,Internacional,True,0.9,10.61,4,2014,10.0,5.0
Juan,36540,Internacional,True,1.2,10.45,5,2014,18.0,5.0
Juan,36540,Internacional,True,1.9,10.14,7,2014,25.0,5.0
Juan,36540,Internacional,True,10.7,11.87,8,2014,28.0,5.0
Juan,36540,Internacional,True,4.1,11.2,9,2014,1.0,6.0
Juan,36540,Internacional,True,0.4,10.7,10,2014,17.0,7.0
Juan,36540,Internacional,True,10.0,12.69,11,2014,20.0,7.0
Juan,36540,Internacional,True,2.3,11.47,12,2014,26.0,7.0
Juan,36540,Internacional,True,7.1,12.55,13,2014,3.0,8.0
Juan,36540,Internacional,True,6.6,12.72,14,2014,10.0,8.0
Juan,36540,Internacional,True,7.3,13.15,15,2014,16.0,8.0
Juan,36540,Internacional,True,1.8,12.04,16,2014,20.0,8.0
Juan,36540,Internacional,True,5.0,12.86,17,2014,23.0,8.0
Juan,36540,Internacional,True,9.8,13.33,23,2014,20.0,9.0
Juan,36540,Internacional,True,7.4,13.21,24,2014,24.0,9.0
Juan,36540,Internacional,True,10.0,13.82,25,2014,28.0,9.0
Juan,36540,Internacional,True,-2.5,11.69,26,2014,4.0,10.0
Juan,36540,Internacional,True,4.8,12.76,27,2014,9.0,10.0
Juan,36540,Flamengo,True,11.7,13.75,1,2016,14.0,5.0
Juan,36540,Flamengo,True,2.2,15.22,2,2016,22.0,5.0
Juan,36540,Flamengo,True,-2.8,12.95,3,2016,25.0,5.0
Juan,36540,Flamengo,True,1.1,11.32,15,2016,16.0,7.0
Juan,36540,Flamengo,True,3.5,11.6,16,2016,25.0,7.0
Juan,36540,Flamengo,True,4.4,11.91,17,2016,31.0,7.0
Juan,36540,Flamengo,True,4.9,11.6,35,2016,16.0,11.0
Juan,36540,Flamengo,True,2.9,11.02,38,2016,11.0,12.0
Juan,36540,Flamengo,True,7.5,6.11,4,2017,4.0,6.0
Juan,36540,Flamengo,True,2.6,5.64,5,2017,7.0,6.0
Juan,36540,Flamengo,True,10.4,7.76,6,2017,11.0,6.0
Juan,36540,Flamengo,True,0.2,6.25,8,2017,18.0,6.0
Juan,36540,Flamengo,True,-0.8,5.92,9,2017,22.0,6.0
Juan,36540,Flamengo,True,4.0,6.29,16,2017,22.0,7.0
Juan,36540,Flamengo,True,5.9,6.68,17,2017,30.0,7.0
Juan,36540,Flamengo,True,4.1,6.65,18,2017,2.0,8.0
Juan,36540,Flamengo,True,6.4,7.02,22,2017,27.0,8.0
Juan,36540,Flamengo,True,2.8,6.53,27,2017,12.0,10.0
Juan,36540,Flamengo,True,-1.3,5.72,29,2017,19.0,10.0
Juan,36540,Flamengo,True,10.0,7.56,31,2017,28.0,10.0
Juan,36540,Flamengo,True,0.5,6.12,35,2017,16.0,11.0
Zé Roberto,36612,Grêmio,True,5.3,20.68,1,2014,20.0,4.0
Zé Roberto,36612,Grêmio,True,0.5,17.39,4,2014,11.0,5.0
Zé Roberto,36612,Grêmio,True,0.0,16.64,5,2014,18.0,5.0
Zé Roberto,36612,Grêmio,True,5.0,17.42,6,2014,21.0,5.0
Zé Roberto,36612,Grêmio,True,2.4,16.71,7,2014,24.0,5.0
Zé Roberto,36612,Grêmio,True,1.3,15.85,8,2014,28.0,5.0
Zé Roberto,36612,Grêmio,True,1.7,15.85,10,2014,16.0,7.0
Zé Roberto,36612,Grêmio,True,-3.1,14.67,11,2014,19.0,7.0
Zé Roberto,36612,Grêmio,True,2.2,14.87,15,2014,17.0,8.0
Zé Roberto,36612,Grêmio,True,-1.2,13.86,16,2014,21.0,8.0
Zé Roberto,36612,Grêmio,True,12.0,16.56,17,2014,24.0,8.0
Zé Roberto,36612,Grêmio,True,-0.1,14.44,18,2014,31.0,8.0
Zé Roberto,36612,Grêmio,True,2.7,14.69,19,2014,6.0,9.0
Zé Roberto,36612,Grêmio,True,4.1,15.03,20,2014,10.0,9.0
Zé Roberto,36612,Grêmio,True,1.0,14.4,21,2014,14.0,9.0
Zé Roberto,36612,Grêmio,True,0.0,13.96,23,2014,21.0,9.0
Zé Roberto,36612,Grêmio,True,0.9,14.12,24,2014,24.0,9.0
Zé Roberto,36612,Grêmio,True,7.0,15.17,25,2014,28.0,9.0
Zé Roberto,36612,Grêmio,True,2.5,14.44,26,2014,4.0,10.0
Zé Roberto,36612,Grêmio,True,3.9,14.51,27,2014,8.0,10.0
Zé Roberto,36612,Grêmio,True,-0.1,13.82,28,2014,11.0,10.0
Zé Roberto,36612,Grêmio,True,4.2,14.67,29,2014,18.0,10.0
Zé Roberto,36612,Grêmio,True,4.4,14.66,30,2014,22.0,10.0
Zé Roberto,36612,Grêmio,True,-1.0,13.58,31,2014,25.0,10.0
Zé Roberto,36612,Grêmio,True,9.8,15.17,33,2014,9.0,11.0
Zé Roberto,36612,Grêmio,True,13.7,16.31,34,2014,15.0,11.0
Zé Roberto,36612,Grêmio,True,1.2,14.23,35,2014,20.0,11.0
Zé Roberto,36612,Grêmio,True,2.8,14.49,36,2014,23.0,11.0
Zé Roberto,36612,Grêmio,True,1.4,14.27,37,2014,30.0,11.0
Zé Roberto,36612,Grêmio,True,0.0,13.86,38,2014,7.0,12.0
Zé Roberto,36612,Palmeiras,True,-0.3,9.09,3,2016,25.0,5.0
Zé Roberto,36612,Palmeiras,True,3.1,9.37,4,2016,29.0,5.0
Zé Roberto,36612,Palmeiras,True,1.0,8.82,5,2016,2.0,6.0
Zé Roberto,36612,Palmeiras,True,0.1,8.2,7,2016,12.0,6.0
Zé Roberto,36612,Palmeiras,True,4.0,8.86,8,2016,15.0,6.0
Zé Roberto,36612,Palmeiras,True,1.4,8.31,10,2016,21.0,6.0
Zé Roberto,36612,Palmeiras,True,5.2,8.88,12,2016,30.0,6.0
Zé Roberto,36612,Palmeiras,True,2.7,8.57,13,2016,4.0,7.0
Zé Roberto,36612,Palmeiras,True,2.5,8.6,14,2016,12.0,7.0
Zé Roberto,36612,Palmeiras,True,7.3,9.75,15,2016,17.0,7.0
Zé Roberto,36612,Palmeiras,True,1.7,8.78,16,2016,24.0,7.0
Zé Roberto,36612,Palmeiras,True,5.3,9.37,18,2016,4.0,8.0
Zé Roberto,36612,Palmeiras,True,-1.0,8.51,19,2016,7.0,8.0
Zé Roberto,36612,Palmeiras,True,0.0,8.54,21,2016,21.0,8.0
Zé Roberto,36612,Palmeiras,True,-0.4,8.39,22,2016,28.0,8.0
Zé Roberto,36612,Palmeiras,True,6.6,9.62,23,2016,7.0,9.0
Zé Roberto,36612,Palmeiras,True,3.2,9.07,24,2016,11.0,9.0
Zé Roberto,36612,Palmeiras,True,3.8,9.25,25,2016,14.0,9.0
Zé Roberto,36612,Palmeiras,True,10.8,10.53,28,2016,3.0,10.0
Zé Roberto,36612,Palmeiras,True,5.3,9.79,29,2016,9.0,10.0
Zé Roberto,36612,Palmeiras,True,3.3,9.33,30,2016,13.0,10.0
Zé Roberto,36612,Palmeiras,True,0.7,9.03,32,2016,23.0,10.0
Zé Roberto,36612,Palmeiras,True,7.2,10.19,33,2016,29.0,10.0
Zé Roberto,36612,Palmeiras,True,1.7,9.22,34,2016,6.0,11.0
Zé Roberto,36612,Palmeiras,True,-0.3,8.8,36,2016,20.0,11.0
Zé Roberto,36612,Palmeiras,True,5.1,9.9,37,2016,27.0,11.0
Zé Roberto,36612,Palmeiras,True,0.6,7.75,6,2017,10.0,6.0
Zé Roberto,36612,Palmeiras,True,-0.4,7.28,7,2017,14.0,6.0
Zé Roberto,36612,Palmeiras,True,3.6,7.56,11,2017,1.0,7.0
Zé Roberto,36612,Palmeiras,True,-0.8,6.79,12,2017,9.0,7.0
Zé Roberto,36612,Palmeiras,True,0.0,6.8,13,2017,12.0,7.0
Zé Roberto,36612,Palmeiras,True,3.4,7.18,15,2017,19.0,7.0
Zé Roberto,36612,Palmeiras,True,4.5,7.54,16,2017,23.0,7.0
Zé Roberto,36612,Palmeiras,True,4.7,7.7,18,2017,2.0,8.0
Zé Roberto,36612,Palmeiras,True,2.7,7.33,19,2017,6.0,8.0
Zé Roberto,36612,Palmeiras,True,-0.1,6.62,26,2017,30.0,9.0
Zé Roberto,36612,Palmeiras,True,6.4,7.38,37,2017,27.0,11.0
Paulo André,37604,Atlético-PR,True,-0.4,4.48,4,2017,3.0,6.0
Paulo André,37604,Atlético-PR,True,-0.2,4.08,6,2017,11.0,6.0
Paulo André,37604,Atlético-PR,True,4.4,4.65,11,2017,2.0,7.0
Paulo André,37604,Atlético-PR,True,-2.8,3.37,12,2017,9.0,7.0
Paulo André,37604,Atlético-PR,True,-0.9,3.48,14,2017,15.0,7.0
Paulo André,37604,Atlético-PR,True,5.7,4.62,15,2017,20.0,7.0
Paulo André,37604,Atlético-PR,True,-0.7,3.64,16,2017,23.0,7.0
Paulo André,37604,Atlético-PR,True,5.0,4.6,17,2017,31.0,7.0
Paulo André,37604,Atlético-PR,True,2.2,4.25,19,2017,6.0,8.0
Paulo André,37604,Atlético-PR,True,6.1,4.94,21,2017,20.0,8.0
Paulo André,37604,Atlético-PR,True,1.5,4.33,22,2017,27.0,8.0
Paulo André,37604,Atlético-PR,True,4.2,4.85,23,2017,10.0,9.0
Paulo André,37604,Atlético-PR,True,0.8,4.3,25,2017,23.0,9.0
Paulo André,37604,Atlético-PR,True,1.1,4.2,32,2017,5.0,11.0
Paulo André,37604,Atlético-PR,True,3.1,4.57,33,2017,8.0,11.0
Paulo André,37604,Atlético-PR,True,4.4,4.8,34,2017,11.0,11.0
Paulo André,37604,Atlético-PR,True,-1.3,3.9,35,2017,15.0,11.0
Paulo André,37604,Atlético-PR,True,-1.4,3.81,37,2017,26.0,11.0
Michel Bastos,37607,São Paulo,True,4.7,7.41,16,2014,20.0,8.0
Michel Bastos,37607,São Paulo,True,-0.5,6.47,17,2014,24.0,8.0
Michel Bastos,37607,São Paulo,True,-6.7,4.27,18,2014,31.0,8.0
Michel Bastos,37607,São Paulo,True,7.5,6.62,20,2014,10.0,9.0
Michel Bastos,37607,São Paulo,True,6.7,7.02,21,2014,14.0,9.0
Michel Bastos,37607,São Paulo,True,3.3,6.7,22,2014,17.0,9.0
Michel Bastos,37607,São Paulo,True,0.9,6.27,23,2014,21.0,9.0
Michel Bastos,37607,São Paulo,True,-6.7,4.58,24,2014,24.0,9.0
Michel Bastos,37607,São Paulo,True,6.2,6.67,26,2014,4.0,10.0
Michel Bastos,37607,São Paulo,True,2.6,6.12,27,2014,8.0,10.0
Michel Bastos,37607,São Paulo,True,-0.8,5.5,28,2014,12.0,10.0
Michel Bastos,37607,São Paulo,True,4.2,6.47,29,2014,18.0,10.0
Michel Bastos,37607,São Paulo,True,24.3,10.43,31,2014,27.0,10.0
Michel Bastos,37607,São Paulo,True,7.7,8.17,32,2014,2.0,11.0
Michel Bastos,37607,São Paulo,True,3.1,7.4,33,2014,9.0,11.0
Michel Bastos,37607,São Paulo,True,11.0,9.12,34,2014,16.0,11.0
Michel Bastos,37607,São Paulo,True,5.1,8.3,36,2014,23.0,11.0
Michel Bastos,37607,São Paulo,True,1.3,7.62,38,2014,7.0,12.0
Michel Bastos,37607,São Paulo,True,-3.9,11.58,8,2016,15.0,6.0
Michel Bastos,37607,São Paulo,True,-1.5,11.48,9,2016,19.0,6.0
Michel Bastos,37607,São Paulo,True,1.7,11.82,10,2016,23.0,6.0
Michel Bastos,37607,São Paulo,True,-0.2,11.32,11,2016,26.0,6.0
Michel Bastos,37607,São Paulo,True,6.1,12.33,12,2016,29.0,6.0
Michel Bastos,37607,São Paulo,True,-2.1,10.9,15,2016,17.0,7.0
Michel Bastos,37607,São Paulo,True,-0.5,10.87,16,2016,24.0,7.0
Michel Bastos,37607,São Paulo,True,1.7,11.25,17,2016,31.0,7.0
Michel Bastos,37607,São Paulo,True,1.1,10.91,18,2016,4.0,8.0
Michel Bastos,37607,São Paulo,True,2.5,11.24,21,2016,21.0,8.0
Michel Bastos,37607,São Paulo,True,-0.9,10.59,22,2016,28.0,8.0
Michel Bastos,37607,São Paulo,True,-0.9,10.16,26,2016,18.0,9.0
Michel Bastos,37607,São Paulo,True,0.7,10.3,28,2016,1.0,10.0
Michel Bastos,37607,São Paulo,True,2.3,10.6,29,2016,5.0,10.0
Michel Bastos,37607,Palmeiras,True,-0.7,5.71,4,2017,4.0,6.0
Michel Bastos,37607,Palmeiras,True,2.3,6.08,5,2017,7.0,6.0
Michel Bastos,37607,Palmeiras,True,-2.1,5.01,6,2017,10.0,6.0
Michel Bastos,37607,Palmeiras,True,3.3,5.39,11,2017,1.0,7.0
Michel Bastos,37607,Palmeiras,True,-0.5,4.75,12,2017,9.0,7.0
Michel Bastos,37607,Palmeiras,True,6.4,5.99,14,2017,16.0,7.0
Michel Bastos,37607,Palmeiras,True,-0.5,4.78,15,2017,19.0,7.0
Michel Bastos,37607,Palmeiras,True,1.2,4.87,19,2017,6.0,8.0
Michel Bastos,37607,Palmeiras,True,0.2,4.7,20,2017,13.0,8.0
Michel Bastos,37607,Palmeiras,True,7.7,5.98,21,2017,20.0,8.0
Michel Bastos,37607,Palmeiras,True,9.4,6.6,22,2017,27.0,8.0
Michel Bastos,37607,Palmeiras,True,1.1,5.34,34,2017,12.0,11.0
Michel Bastos,37607,Palmeiras,True,0.7,5.29,35,2017,16.0,11.0
Michel Bastos,37607,Palmeiras,True,3.7,5.79,36,2017,20.0,11.0
Cristian,37608,Grêmio,True,2.4,3.64,26,2017,1.0,10.0
Cristian,37608,Grêmio,True,3.2,3.7,31,2017,29.0,10.0
Cristian,37608,Grêmio,True,-0.5,3.12,33,2017,8.0,11.0
Cristian,37608,Grêmio,True,1.1,3.32,36,2017,19.0,11.0
Cristian,37608,Grêmio,True,3.4,3.74,37,2017,26.0,11.0
Rafael Marques,37623,Vasco,True,-1.2,2.12,2,2017,21.0,5.0
Rafael Marques,37623,Vasco,True,0.0,1.67,11,2017,2.0,7.0
Rafael Marques,37623,Vasco,True,-0.3,1.59,12,2017,8.0,7.0
Rafael Marques,37623,Vasco,True,4.2,2.47,13,2017,12.0,7.0
Rafael Marques,37623,Vasco,True,2.5,2.34,14,2017,16.0,7.0
Rafael Marques,37623,Vasco,True,-3.6,1.19,15,2017,19.0,7.0
Rafael Marques,37623,Vasco,True,3.1,2.33,16,2017,23.0,7.0
Rafael Marques,37623,Vasco,True,2.6,2.32,17,2017,31.0,7.0
Rafael Marques,37623,Vasco,True,-0.4,1.87,18,2017,3.0,8.0
Rafael Marques,37623,Vasco,True,5.9,2.98,20,2017,13.0,8.0
Rafael Marques,37623,Vasco,True,1.4,2.3,21,2017,20.0,8.0
Rafael Marques,37623,Vasco,True,-0.8,1.88,36,2017,19.0,11.0
Rodrigo,37644,Ponte Preta,True,0.0,7.45,3,2017,28.0,5.0
Rodrigo,37644,Ponte Preta,True,10.1,10.08,4,2017,4.0,6.0
Rodrigo,37644,Ponte Preta,True,1.1,8.67,5,2017,8.0,6.0
Rodrigo,37644,Ponte Preta,True,-0.3,8.12,6,2017,11.0,6.0
Rodrigo,37644,Ponte Preta,True,4.7,8.77,8,2017,17.0,6.0
Rodrigo,37644,Ponte Preta,True,8.0,9.73,9,2017,22.0,6.0
Rodrigo,37644,Ponte Preta,True,-3.4,7.73,10,2017,25.0,6.0
Rodrigo,37644,Ponte Preta,True,5.2,9.04,12,2017,8.0,7.0
Rodrigo,37644,Ponte Preta,True,-0.2,8.07,14,2017,16.0,7.0
Rodrigo,37644,Ponte Preta,True,7.4,9.31,15,2017,19.0,7.0
Rodrigo,37644,Ponte Preta,True,3.9,8.97,16,2017,23.0,7.0
Rodrigo,37644,Ponte Preta,True,6.9,9.61,18,2017,2.0,8.0
Rodrigo,37644,Ponte Preta,True,6.8,9.65,19,2017,6.0,8.0
Rodrigo,37644,Ponte Preta,True,7.2,9.94,20,2017,13.0,8.0
Rodrigo,37644,Ponte Preta,True,5.1,9.46,29,2017,19.0,10.0
Rodrigo,37644,Ponte Preta,True,0.8,8.77,30,2017,22.0,10.0
Rodrigo,37644,Ponte Preta,True,7.3,9.81,31,2017,29.0,10.0
Rodrigo,37644,Ponte Preta,True,2.7,9.16,32,2017,5.0,11.0
Rodrigo,37644,Ponte Preta,True,2.8,9.22,33,2017,8.0,11.0
Rodrigo,37644,Ponte Preta,True,1.4,8.91,34,2017,12.0,11.0
Rodrigo,37644,Ponte Preta,True,-5.0,7.71,37,2017,26.0,11.0
Betão,37646,Avaí,True,5.0,6.81,4,2017,4.0,6.0
Betão,37646,Avaí,True,1.6,6.33,5,2017,7.0,6.0
Betão,37646,Avaí,True,0.9,6.13,6,2017,11.0,6.0
Betão,37646,Avaí,True,0.8,5.99,7,2017,14.0,6.0
Betão,37646,Avaí,True,0.6,5.77,9,2017,21.0,6.0
Betão,37646,Avaí,True,5.0,6.69,10,2017,26.0,6.0
Betão,37646,Avaí,True,3.1,6.53,11,2017,2.0,7.0
Betão,37646,Avaí,True,10.1,8.12,12,2017,9.0,7.0
Betão,37646,Avaí,True,2.2,7.0,13,2017,13.0,7.0
Betão,37646,Avaí,True,-0.8,6.44,14,2017,16.0,7.0
Betão,37646,Avaí,True,1.3,6.62,15,2017,19.0,7.0
Betão,37646,Avaí,True,4.5,7.3,16,2017,23.0,7.0
Betão,37646,Avaí,True,0.9,6.63,17,2017,29.0,7.0
Betão,37646,Avaí,True,-3.4,5.89,18,2017,3.0,8.0
Betão,37646,Avaí,True,7.2,7.62,19,2017,6.0,8.0
Betão,37646,Avaí,True,4.1,7.28,20,2017,12.0,8.0
Betão,37646,Avaí,True,4.1,7.32,22,2017,27.0,8.0
Betão,37646,Avaí,True,7.4,8.03,23,2017,10.0,9.0
Betão,37646,Avaí,True,-0.3,6.78,24,2017,17.0,9.0
Betão,37646,Avaí,True,-2.2,6.36,25,2017,23.0,9.0
Betão,37646,Avaí,True,7.0,7.95,27,2017,11.0,10.0
Betão,37646,Avaí,True,-1.1,6.56,28,2017,15.0,10.0
Betão,37646,Avaí,True,3.1,7.2,29,2017,18.0,10.0
Betão,37646,Avaí,True,1.1,6.89,30,2017,22.0,10.0
Betão,37646,Avaí,True,5.2,7.54,31,2017,29.0,10.0
Betão,37646,Avaí,True,0.5,6.83,32,2017,4.0,11.0
Betão,37646,Avaí,True,2.6,7.19,33,2017,8.0,11.0
Betão,37646,Avaí,True,1.2,6.91,34,2017,11.0,11.0
Betão,37646,Avaí,True,2.5,7.16,35,2017,15.0,11.0
Betão,37646,Avaí,True,3.8,7.39,36,2017,20.0,11.0
Betão,37646,Avaí,True,4.9,7.64,37,2017,26.0,11.0
Betão,37646,Avaí,True,2.9,7.32,38,2017,3.0,12.0
Carlos Alberto,37652,Botafogo,True,5.2,9.44,6,2014,21.0,5.0
Carlos Alberto,37652,Botafogo,True,2.6,8.82,10,2014,16.0,7.0
Carlos Alberto,37652,Botafogo,True,-2.0,7.73,12,2014,27.0,7.0
Carlos Alberto,37652,Botafogo,True,0.2,8.01,13,2014,2.0,8.0
Carlos Alberto,37652,Botafogo,True,0.0,7.28,24,2014,25.0,9.0
Carlos Alberto,37652,Botafogo,True,1.9,7.57,25,2014,28.0,9.0
Carlos Alberto,37652,Botafogo,True,0.7,7.35,26,2014,4.0,10.0
Carlos Alberto,37652,Botafogo,True,-0.4,7.04,27,2014,8.0,10.0
Carlos Alberto,37652,Botafogo,True,1.7,7.33,30,2014,22.0,10.0
Carlos Alberto,37652,Botafogo,True,3.2,7.54,31,2014,25.0,10.0
Carlos Alberto,37652,Botafogo,True,-0.7,6.9,32,2014,2.0,11.0
Carlos Alberto,37652,Botafogo,True,5.4,7.82,33,2014,8.0,11.0
Carlos Alberto,37652,Botafogo,True,-2.1,6.69,34,2014,15.0,11.0
Carlos Alberto,37652,Figueirense,True,2.2,5.16,6,2016,5.0,6.0
Carlos Alberto,37652,Figueirense,True,6.4,6.35,7,2016,12.0,6.0
Carlos Alberto,37652,Figueirense,True,7.8,6.85,17,2016,30.0,7.0
Carlos Alberto,37652,Figueirense,True,7.1,7.05,19,2016,7.0,8.0
Carlos Alberto,37652,Figueirense,True,-0.9,5.65,20,2016,13.0,8.0
Carlos Alberto,37652,Figueirense,True,-4.1,5.02,21,2016,21.0,8.0
Carlos Alberto,37652,Figueirense,True,10.9,7.51,24,2016,11.0,9.0
Carlos Alberto,37652,Atlético-PR,True,0.9,5.72,9,2017,21.0,6.0
Carlos Alberto,37652,Atlético-PR,True,0.0,5.42,11,2017,2.0,7.0
Nilmar,37653,Internacional,True,-3.0,8.78,27,2014,9.0,10.0
Nilmar,37653,Internacional,True,0.1,8.86,28,2014,12.0,10.0
Nilmar,37653,Internacional,True,9.4,11.05,29,2014,19.0,10.0
Nilmar,37653,Internacional,True,2.3,9.97,30,2014,22.0,10.0
Nilmar,37653,Internacional,True,10.7,11.83,31,2014,25.0,10.0
Nilmar,37653,Internacional,True,-0.3,10.04,32,2014,2.0,11.0
Nilmar,37653,Internacional,True,1.5,10.07,33,2014,9.0,11.0
Nilmar,37653,Santos,True,-1.1,5.97,21,2017,20.0,8.0
Nilmar,37653,Santos,True,0.0,6.08,22,2017,27.0,8.0
Rafael Moura,37655,Internacional,True,0.5,6.44,1,2014,19.0,4.0
Rafael Moura,37655,Internacional,True,15.9,12.4,2,2014,27.0,4.0
Rafael Moura,37655,Internacional,True,5.4,12.69,3,2014,4.0,5.0
Rafael Moura,37655,Internacional,True,4.4,13.18,4,2014,10.0,5.0
Rafael Moura,37655,Internacional,True,-1.3,11.93,5,2014,18.0,5.0
Rafael Moura,37655,Internacional,True,0.3,11.07,10,2014,17.0,7.0
Rafael Moura,37655,Internacional,True,11.5,13.4,11,2014,20.0,7.0
Rafael Moura,37655,Internacional,True,1.1,11.68,12,2014,26.0,7.0
Rafael Moura,37655,Internacional,True,7.8,13.09,13,2014,3.0,8.0
Rafael Moura,37655,Internacional,True,0.4,11.85,14,2014,10.0,8.0
Rafael Moura,37655,Internacional,True,-1.1,11.48,15,2014,16.0,8.0
Rafael Moura,37655,Internacional,True,2.6,11.96,17,2014,23.0,8.0
Rafael Moura,37655,Internacional,True,0.5,11.48,18,2014,30.0,8.0
Rafael Moura,37655,Internacional,True,-0.1,11.15,19,2014,7.0,9.0
Rafael Moura,37655,Internacional,True,1.5,11.22,22,2014,17.0,9.0
Rafael Moura,37655,Internacional,True,10.6,12.84,23,2014,20.0,9.0
Rafael Moura,37655,Internacional,True,-4.4,10.34,24,2014,24.0,9.0
Rafael Moura,37655,Internacional,True,-3.8,10.13,26,2014,4.0,10.0
Rafael Moura,37655,Internacional,True,-0.8,10.13,30,2014,22.0,10.0
Rafael Moura,37655,Internacional,True,5.2,10.8,33,2014,9.0,11.0
Rafael Moura,37655,Internacional,True,0.0,10.23,37,2014,29.0,11.0
Rafael Moura,37655,Internacional,True,8.8,11.65,38,2014,6.0,12.0
Rafael Moura,37655,Figueirense,True,-0.2,5.74,1,2016,15.0,5.0
Rafael Moura,37655,Figueirense,True,17.3,12.36,2,2016,21.0,5.0
Rafael Moura,37655,Figueirense,True,5.6,12.44,3,2016,25.0,5.0
Rafael Moura,37655,Figueirense,True,5.9,13.11,4,2016,28.0,5.0
Rafael Moura,37655,Figueirense,True,6.2,13.68,5,2016,1.0,6.0
Rafael Moura,37655,Figueirense,True,0.8,12.55,6,2016,5.0,6.0
Rafael Moura,37655,Figueirense,True,7.2,14.07,7,2016,12.0,6.0
Rafael Moura,37655,Figueirense,True,-0.5,12.45,9,2016,19.0,6.0
Rafael Moura,37655,Figueirense,True,-1.7,11.74,11,2016,26.0,6.0
Rafael Moura,37655,Figueirense,True,-1.7,11.35,12,2016,30.0,6.0
Rafael Moura,37655,Figueirense,True,5.1,12.39,14,2016,10.0,7.0
Rafael Moura,37655,Figueirense,True,10.1,13.73,15,2016,17.0,7.0
Rafael Moura,37655,Figueirense,True,-0.6,11.8,16,2016,23.0,7.0
Rafael Moura,37655,Figueirense,True,-3.3,11.21,17,2016,30.0,7.0
Rafael Moura,37655,Figueirense,True,-2.0,10.95,20,2016,13.0,8.0
Rafael Moura,37655,Figueirense,True,10.1,13.29,21,2016,21.0,8.0
Rafael Moura,37655,Figueirense,True,5.9,12.75,22,2016,28.0,8.0
Rafael Moura,37655,Figueirense,True,-1.3,11.43,23,2016,7.0,9.0
Rafael Moura,37655,Figueirense,True,-5.5,10.31,27,2016,25.0,9.0
Rafael Moura,37655,Figueirense,True,-4.2,10.26,28,2016,1.0,10.0
Rafael Moura,37655,Figueirense,True,2.8,11.42,29,2016,9.0,10.0
Rafael Moura,37655,Figueirense,True,-1.4,10.46,30,2016,12.0,10.0
Rafael Moura,37655,Figueirense,True,-3.2,10.12,31,2016,16.0,10.0
Rafael Moura,37655,Figueirense,True,-3.4,9.98,33,2016,29.0,10.0
Rafael Moura,37655,Figueirense,True,1.7,10.69,34,2016,6.0,11.0
Rafael Moura,37655,Figueirense,True,6.6,11.83,35,2016,16.0,11.0
Rafael Moura,37655,Figueirense,True,6.7,11.66,36,2016,20.0,11.0
Rafael Moura,37655,Figueirense,True,4.6,11.58,37,2016,27.0,11.0
Rafael Moura,37655,Atlético-MG,True,-0.3,4.9,4,2017,4.0,6.0
Rafael Moura,37655,Atlético-MG,True,0.0,4.68,5,2017,7.0,6.0
Rafael Moura,37655,Atlético-MG,True,5.5,5.69,7,2017,14.0,6.0
Rafael Moura,37655,Atlético-MG,True,9.8,7.08,8,2017,18.0,6.0
Rafael Moura,37655,Atlético-MG,True,-1.8,5.27,10,2017,25.0,6.0
Rafael Moura,37655,Atlético-MG,True,0.5,5.54,11,2017,2.0,7.0
Rafael Moura,37655,Atlético-MG,True,-5.3,4.29,12,2017,9.0,7.0
Rafael Moura,37655,Atlético-MG,True,0.2,5.04,13,2017,12.0,7.0
Rafael Moura,37655,Atlético-MG,True,0.0,4.8,15,2017,19.0,7.0
Rafael Moura,37655,Atlético-MG,True,-1.7,4.46,16,2017,23.0,7.0
Rafael Moura,37655,Atlético-MG,True,6.6,5.86,17,2017,30.0,7.0
Rafael Moura,37655,Atlético-MG,True,-1.4,4.65,18,2017,2.0,8.0
Rafael Moura,37655,Atlético-MG,True,10.1,6.62,20,2017,13.0,8.0
Rafael Moura,37655,Atlético-MG,True,-2.6,4.49,21,2017,21.0,8.0
Rafael Moura,37655,Atlético-MG,True,0.1,4.92,22,2017,27.0,8.0
Rafael Moura,37655,Atlético-MG,True,-0.6,4.7,26,2017,1.0,10.0
Rafael Moura,37655,Atlético-MG,True,-1.3,4.52,27,2017,11.0,10.0
Rafael Moura,37655,Atlético-MG,True,4.2,5.24,31,2017,29.0,10.0
Rafael Moura,37655,Atlético-MG,True,4.5,5.3,34,2017,12.0,11.0
Rafael Moura,37655,Atlético-MG,True,0.9,4.7,38,2017,3.0,12.0
Fábio,37656,Cruzeiro,True,4.0,18.93,1,2014,20.0,4.0
Fábio,37656,Cruzeiro,True,-2.0,14.81,2,2014,27.0,4.0
Fábio,37656,Cruzeiro,True,-1.0,13.17,3,2014,3.0,5.0
Fábio,37656,Cruzeiro,True,-4.0,10.69,5,2014,17.0,5.0
Fábio,37656,Cruzeiro,True,7.7,12.87,6,2014,21.0,5.0
Fábio,37656,Cruzeiro,True,0.7,11.53,7,2014,25.0,5.0
Fábio,37656,Cruzeiro,True,3.4,11.64,8,2014,28.0,5.0
Fábio,37656,Cruzeiro,True,4.7,12.11,9,2014,1.0,6.0
Fábio,37656,Cruzeiro,True,1.0,11.65,10,2014,17.0,7.0
Fábio,37656,Cruzeiro,True,2.0,11.76,11,2014,20.0,7.0
