atletas.apelido,atletas.rodada_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name
Jonathan,9,0.0,2.0,Botafogo
Paulo André,9,0.0,8.08,Atlético-PR
Rodrigo Fernandes,9,0.0,1.0,Vasco
Edu Dracena,9,-5.0,5.18,Palmeiras
Jonathan,9,0.0,9.36,Atlético-PR
Fábio,9,8.0,12.69,Cruzeiro
Wagner,9,-1.6,9.96,Vasco
Léo Moura,9,0.0,11.85,Grêmio
Cícero,9,0.0,5.28,Grêmio
Maicosuel,9,0.0,2.92,Grêmio
Fernando Henrique,9,0.0,3.0,Ceará
Arouca,9,0.0,4.0,Atlético-MG
Rafael Sobis,9,0.1,6.72,Cruzeiro
Henrique,9,0.0,9.8,Cruzeiro
Anderson,9,0.0,3.92,Bahia
Marcelo Grohe,9,5.0,16.39,Grêmio
Renan,9,0.0,4.0,Ceará
Jefferson,9,-2.0,8.26,Botafogo
Danilo,9,0.0,3.53,Corinthians
Durval,9,7.0,5.99,Sport
Fred,9,0.0,16.0,Cruzeiro
Roger,9,0.5,4.88,Corinthians
Wellington Paulista,9,12.6,12.4,Chapecoense
Fernando Prass,9,0.0,12.0,Palmeiras
Fábio Santos,9,8.5,6.7,Atlético-MG
Jadson,9,0.8,7.16,Corinthians
Maicon,9,-0.5,8.19,Grêmio
Thiago Heleno,9,3.5,9.74,Atlético-PR
Thiago Neves,9,2.6,9.47,Cruzeiro
Fernando Leal,9,0.0,3.0,América-MG
Márcio Araújo,9,0.6,2.88,Chapecoense
Marcelo Mattos,9,0.0,2.0,Vasco
Edílson,9,5.9,8.81,Cruzeiro
Eder Luis,9,5.1,4.4,Ceará
Felipe Melo,9,-1.3,2.34,Palmeiras
Diego Alves,9,4.7,12.27,Flamengo
Lima,9,0.0,5.0,América-MG
David,9,0.0,3.0,América-MG
Nilton,9,0.0,7.0,Bahia
Douglas,9,4.7,7.83,Chapecoense
Elton,9,0.0,5.3,Ceará
Matheus Ferraz,9,-2.3,4.2,América-MG
Diego,9,1.6,9.16,Flamengo
Douglas,9,0.0,7.0,Grêmio
Nenê,9,-1.9,8.5,São Paulo
Dudu Cearense,9,0.0,4.0,Botafogo
Ricardo Oliveira,9,12.4,10.8,Atlético-MG
Abel Braga,9,2.68,11.32,Fluminense
Rafael Marques,9,4.5,4.24,Sport
Magrão,9,12.0,9.27,Sport
Renato Gaúcho,9,4.72,14.81,Grêmio
Vagner Mancini,9,2.64,7.02,Vitória
Egídio,9,5.9,10.52,Cruzeiro
Willian,9,17.8,11.66,Palmeiras
Cássio,9,0.0,10.84,Corinthians
Amaral,9,0.0,4.43,Chapecoense
Bruno,9,0.0,4.0,São Paulo
Fagner,9,0.0,11.7,Corinthians
Ernando,9,0.0,3.66,Sport
Júlio César,9,1.7,4.05,Fluminense
Fabrício,9,-0.3,3.47,Vasco
Rhodolfo,9,6.2,7.6,Flamengo
Guilherme,9,-2.8,6.91,Atlético-PR
David Braz,9,-0.1,8.29,Santos
Adilson,9,0.0,6.21,Atlético-MG
Elicarlos,9,1.7,4.66,Chapecoense
Hudson,9,0.5,8.07,São Paulo
Rafael Lima,9,0.0,6.8,América-MG
Gerson Magrão,9,0.6,2.47,América-MG
Everton,9,1.8,10.27,São Paulo
Marcelo Oliveira,9,0.0,2.98,Grêmio
Lucas,9,-1.0,5.17,Vitória
Vilson,9,0.0,4.0,Corinthians
Wesley,9,0.0,0.74,América-MG
Carlos Eduardo,9,1.4,4.44,Paraná
Kayke,9,0.0,4.53,Bahia
Breno,9,0.0,3.22,Vasco
Eduardo,9,0.0,5.82,Chapecoense
Léo,9,4.2,8.84,Cruzeiro
Apodi,9,4.7,7.15,Chapecoense
Léo Itaperuna,9,4.3,4.26,Paraná
Walter,9,1.0,6.77,Corinthians
Rafinha,9,0.0,8.33,Cruzeiro
Danilo Silva,9,0.0,5.0,Internacional
Henrique,9,0.9,9.27,Corinthians
Pedro Ken,9,0.0,5.0,Ceará
Thiago Carleto,9,9.8,19.34,Atlético-PR
Rafael Pereira,9,5.0,5.07,Ceará
Tiago Alves,9,0.0,4.02,Ceará
Anderson Martins,9,-2.0,5.88,São Paulo
Éverton Ribeiro,9,-1.1,4.22,Flamengo
Pedro Botelho,9,6.9,6.26,Vitória
Ralf,9,0.0,8.96,Corinthians
Gilson,9,0.0,8.2,Botafogo
Kanu,9,-3.1,1.21,Vitória
Réver,9,0.0,16.24,Flamengo
Marquinhos,9,0.0,7.0,América-MG
Victor,9,-6.0,9.27,Atlético-MG
Elias,9,8.1,5.62,Atlético-MG
Luis Ricardo,9,0.0,4.0,Botafogo
Renan Oliveira,9,0.0,3.5,América-MG
Dedé,9,6.2,11.39,Cruzeiro
Luan,9,0.0,9.8,América-MG
Uendel,9,0.0,4.17,Internacional
Jael,9,0.0,2.55,Grêmio
Airton,9,0.0,2.92,Fluminense
Moisés,9,1.2,4.91,Palmeiras
Patric,9,0.0,6.25,Atlético-MG
D'Alessandro,9,0.0,6.68,Internacional
Rodriguinho,9,3.5,21.66,Corinthians
Lucca,9,2.9,9.09,Internacional
Robinho,9,0.0,5.38,Cruzeiro
Jean,9,0.0,7.0,Palmeiras
Edimar,9,0.0,3.59,São Paulo
Camilo,9,0.0,4.01,Internacional
Pará,9,0.0,3.1,Flamengo
Enderson Moreira,9,4.66,10.42,América-MG
Wellington,9,0.0,2.85,Vasco
Vanderlei,9,-1.0,14.4,Santos
Wallyson,9,-2.4,9.66,Vitória
Werley,9,0.0,5.87,Vasco
Rodolfo,9,0.0,3.0,Fluminense
Marcos Rocha,9,0.0,12.11,Palmeiras
Willian Farias,9,0.0,4.99,Vitória
Alan Ruschel,9,0.0,3.7,Chapecoense
Guilherme Costa,9,0.0,2.25,Vitória
Renato,9,9.3,8.6,Santos
Juninho,9,0.0,3.44,Vitória
Zezinho,9,0.0,4.47,Paraná
Carlinhos,9,2.7,11.48,América-MG
Leandro Donizete,9,0.0,1.49,América-MG
Felipe Azevedo,9,0.0,4.0,Ceará
Paulão,9,0.0,5.71,Vasco
Rodrigo Moledo,9,6.7,12.84,Internacional
Bergson,9,0.0,3.48,Atlético-PR
Bruno Silva,9,5.0,7.24,Cruzeiro
Jucilei,9,6.4,8.44,São Paulo
Emerson Sheik,9,0.0,7.41,Corinthians
Luan,9,2.1,13.76,Atlético-MG
Dodô,9,6.0,11.59,Santos
Edenílson,9,3.2,9.35,Internacional
Camacho,9,4.4,5.08,Atlético-PR
André,9,0.0,7.63,Grêmio
Júnior Dutra,9,0.0,4.55,Corinthians
Rafael Galhardo,9,0.0,2.76,Vasco
Marcelo Lomba,9,0.0,7.72,Internacional
Digão,9,0.0,6.0,Cruzeiro
Renato Chaves,9,6.9,8.64,Fluminense
Nino Paraíba,9,1.2,12.49,Bahia
Paulo Miranda,9,0.0,7.76,Grêmio
Gum,9,2.7,5.4,Fluminense
Paulo Victor,9,0.0,6.92,Grêmio
Ramon,9,0.7,7.92,Vasco
Rodrigo Pimpão,9,-0.3,3.68,Botafogo
Vinicius,9,0.0,4.34,Chapecoense
Diego Souza,9,1.2,11.88,São Paulo
Anselmo,9,0.0,15.84,Sport
Wellington Silva,9,0.0,2.83,Internacional
André Lima,9,-0.1,4.3,Vitória
Rafael,9,0.0,7.71,Cruzeiro
Dudu,9,8.7,15.54,Palmeiras
Giovanni Augusto,9,2.2,5.96,Vasco
Giovanni,9,0.0,6.0,Atlético-MG
Marquinhos Gabriel,9,0.5,2.6,Corinthians
Leandro Damião,9,0.6,6.34,Internacional
Paolo Guerrero,9,0.0,13.78,Flamengo
Santos,9,0.0,10.05,Atlético-PR
Ronaldo Alves,9,5.7,6.4,Sport
Kieza,9,10.0,6.72,Botafogo
Deivid,9,2.1,2.2,Sport
Danilo Fernandes,9,5.0,9.39,Internacional
Paulo Roberto,9,0.0,3.31,Corinthians
Régis,9,0.0,6.86,São Paulo
Neto,9,0.0,2.0,Chapecoense
Martín Silva,9,0.0,6.91,Vasco
Vladimir,9,0.0,6.0,Santos
Léo,9,-3.6,2.81,Fluminense
Manoel,9,0.0,4.94,Cruzeiro
Pablo,9,0.1,8.8,Atlético-PR
Victor Ferraz,9,4.4,8.56,Santos
Jackson Caucaia,9,0.0,2.0,Ceará
Reina,9,-0.8,1.67,Ceará
Sidão,9,-6.0,7.73,São Paulo
Nikão,9,0.6,11.84,Atlético-PR
Fillipe Soutto,9,0.0,3.75,Vitória
Ederson,9,0.0,3.0,Flamengo
Romulo,9,0.0,3.01,Flamengo
Rogério Micale,9,3.46,6.39,Paraná
Marllon,9,0.0,7.0,Corinthians
Eduardo Sasha,9,1.7,8.05,Santos
Vecchio,9,0.0,5.26,Santos
Fellipe Bastos,9,4.1,8.7,Sport
Seijas,9,0.0,2.0,Internacional
Rhayner,9,5.8,9.65,Vitória
Jackson,9,0.0,4.0,Bahia
Léo Cittadini,9,0.0,8.55,Santos
Diogo Barbosa,9,-0.3,9.53,Palmeiras
Mancuello,9,6.0,3.46,Cruzeiro
Wescley,9,-0.3,4.23,Ceará
Alex Baumjohann,9,0.0,1.65,Vitória
Bruno Henrique,9,2.8,9.66,Palmeiras
Kelvin,9,0.0,6.67,Vasco
Weverton,9,0.0,8.88,Palmeiras
Cuéllar,9,0.0,9.43,Flamengo
Gabriel,9,0.0,1.0,Grêmio
Elton,9,8.4,9.67,Bahia
Fernando Miguel,9,2.0,7.37,Vasco
Vinícius,9,2.5,4.16,Bahia
Agenor,9,0.0,0.69,Sport
Michel ,9,0.0,4.7,Grêmio
Bruno Grassi,9,0.0,4.0,Grêmio
Silvinho,9,0.0,7.2,Paraná
Thiago Galhardo,9,0.0,8.65,Vasco
Juninho,9,0.0,6.25,Ceará
Bruno Cortez,9,4.7,15.42,Grêmio
João Paulo,9,0.0,10.0,Botafogo
Jailson,9,2.0,14.47,Palmeiras
Rodrigo Lindoso,9,-0.1,8.37,Botafogo
Giovanni,9,0.5,7.34,América-MG
Lisca,9,0.0,4.96,Ceará
Éverson,9,4.0,9.08,Ceará
Fernando Diniz,9,1.22,9.84,Atlético-PR
Uillian Correia,9,-1.0,3.87,Vitória
Bressan,9,5.0,9.36,Grêmio
Yago,9,0.0,4.9,Botafogo
Felipe Alves,9,-3.3,0.78,Atlético-PR
Cléber Reis,9,0.0,6.53,Paraná
Hernane,9,0.0,5.0,Grêmio
Éderson,9,0.0,8.1,Atlético-PR
Renê Júnior,9,0.0,6.7,Corinthians
Luis Carlos,9,0.0,0.7,Paraná
Gabriel,9,-0.8,4.83,Sport
Pio,9,0.0,7.59,Ceará
Bruno Alves,9,1.7,9.99,São Paulo
Thiago Rodrigues,9,4.0,6.65,Paraná
Samuel Xavier,9,0.0,3.3,Ceará
Rogério,9,0.9,9.01,Sport
Rildo,9,0.0,2.99,Vasco
Bruno Pires,9,0.0,4.0,Ceará
Torito González,9,1.4,4.77,Paraná
Alison,9,0.0,9.0,Santos
Rodrigo Caio,9,0.0,12.76,São Paulo
Marcos Vinícius,9,1.5,3.8,Botafogo
Diego Aguirre,9,0.93,10.88,São Paulo
Canteros,9,0.9,8.03,Chapecoense
Rodinei,9,8.9,13.5,Flamengo
Geuvânio,9,0.0,5.03,Flamengo
Rayan,9,-0.1,1.87,Paraná
Desábato,9,1.8,7.47,Vasco
Walisson Maia,9,0.0,5.06,Vitória
Élber,9,0.0,5.27,Bahia
Claudio Winck,9,0.0,3.96,Sport
Gatito Fernández,9,0.0,14.65,Botafogo
Luiz Antonio ,9,0.0,6.4,Chapecoense
Edigar Junio,9,0.0,9.88,Bahia
Leonardo Silva,9,0.0,9.37,Atlético-MG
Valdívia,9,0.0,5.66,São Paulo
Guerra,9,0.0,7.89,Palmeiras
Osmar Loss,9,1.61,10.9,Corinthians
Mena,9,0.0,7.91,Bahia
William Pottker,9,3.4,2.84,Internacional
Copete,9,1.2,5.77,Santos
Douglas Grolli,9,0.0,2.89,Bahia
Luiz Otávio,9,0.0,7.04,Ceará
Lucho González,9,-0.8,4.47,Atlético-PR
Gustavo Henrique,9,0.0,3.34,Santos
Renê,9,4.4,12.37,Flamengo
César,9,0.0,3.35,Flamengo
Arnaldo,9,0.0,4.42,Ceará
Douglas Friedrich,9,6.7,3.93,Bahia
Jean Mota,9,6.5,11.33,Santos
Ricardinho,9,0.1,4.39,Ceará
Willian Arão,9,0.0,4.58,Flamengo
Alex Amado,9,0.0,4.0,Ceará
Bryan,9,0.0,7.0,Vitória
Gabriel,9,2.6,11.4,Corinthians
Ramiro,9,1.2,4.74,Grêmio
Jonatas Belusso,9,0.0,5.0,Vitória
Madson,9,0.0,6.98,Grêmio
Petros,9,2.4,8.51,São Paulo
Richard,9,0.0,4.18,Paraná
Thiago Martins,9,0.0,5.3,Palmeiras
Naldo,9,0.0,1.98,Ceará
Rodrigo Dourado,9,-3.6,10.17,Internacional
Thiago Santos,9,8.7,2.84,Paraná
Thiago Santos,9,3.0,6.97,Palmeiras
Moisés Ribeiro,9,0.0,4.0,Chapecoense
Luiz Felipe,9,0.0,4.0,Santos
Leandro Pereira,9,1.2,6.66,Chapecoense
Tiago ,9,7.0,8.5,Bahia
Víctor Cuesta,9,10.9,17.55,Internacional
Nery Bareiro,9,0.0,5.0,Chapecoense
Guilherme Biteco,9,6.0,5.37,Paraná
Mansur,9,0.0,4.91,Paraná
Ricardo Silva,9,0.0,3.0,América-MG
Roger Machado ,9,3.02,11.12,Palmeiras
Romário Rodrigues,9,0.0,2.0,Ceará
Lucas Silva,9,1.5,5.27,Cruzeiro
Fabiano,9,0.0,9.59,Internacional
Antônio Carlos ,9,-2.8,7.98,Palmeiras
Brenner,9,0.0,6.36,Botafogo
Nadson,9,0.0,1.61,Chapecoense
Jadson,9,2.6,8.98,Fluminense
Sassá,9,6.2,2.92,Cruzeiro
Yago Pikachu,9,10.6,17.32,Vasco
Nenén,9,0.0,2.08,Chapecoense
Lucas Fonseca,9,1.6,7.01,Bahia
Gilberto ,9,0.0,9.37,Fluminense
Marcos Junior,9,0.0,6.65,Fluminense
Ivan,9,0.0,2.0,Chapecoense
Ezequiel ,9,0.0,4.41,Cruzeiro
Fabinho,9,5.2,3.87,Ceará
Norberto ,9,-0.1,10.66,América-MG
Arthur ,9,8.2,10.97,Chapecoense
Matheus Vidotto,9,0.0,2.0,Corinthians
Edson,9,5.7,7.04,Bahia
Renatinho,9,0.0,5.23,Botafogo
Luiz Gustavo,9,2.9,3.89,Vasco
Lucas Lima,9,0.0,7.07,Palmeiras
Pedro Geromel,9,0.0,17.65,Grêmio
Luan,9,0.0,5.0,Palmeiras
Ariel Cabral,9,0.0,4.57,Cruzeiro
Erazo,9,-1.4,4.41,Vasco
Marlone,9,0.8,8.85,Sport
Max,9,0.0,2.0,Sport
Oswaldo Henríquez,9,0.0,6.0,Sport
Mayke,9,-1.8,4.84,Palmeiras
Andrés Ríos,9,1.8,6.84,Vasco
Romário ,9,4.7,3.27,Ceará
Cláudio Prates,9,0.0,9.25,Bahia
Cazares,9,1.6,10.06,Atlético-MG
Josué,9,0.0,2.0,Vitória
Matheus Mancini,9,0.0,3.0,Atlético-MG
Rossi,9,-1.1,4.01,Internacional
Alisson,9,0.0,7.73,Grêmio
Cueva,9,0.0,12.56,São Paulo
Clayton,9,0.0,6.0,Atlético-MG
Juninho,9,1.7,7.92,América-MG
João Ricardo,9,0.0,5.87,América-MG
Vinícius Freitas,9,0.0,3.82,Chapecoense
Osman,9,0.0,4.0,Chapecoense
Bruno Silva,9,0.0,0.96,Vasco
Marcelo Hermes,9,0.0,4.57,Cruzeiro
Douglas Coutinho ,9,-0.9,4.13,Ceará
Régis,9,1.4,4.28,Bahia
Zé Rafael ,9,3.8,17.79,Bahia
Matheus Galdezani,9,0.0,2.98,Atlético-MG
Rafael Thyere,9,1.0,2.65,Chapecoense
Ruy,9,0.0,3.76,América-MG
Maurício Barbieri,9,6.07,13.68,Flamengo
Hyuri,9,0.0,3.71,Ceará
Thales ,9,0.0,4.0,Internacional
Henrique Dourado,9,3.3,11.72,Flamengo
Patrick,9,2.9,16.13,Internacional
Reinaldo,9,1.7,9.41,São Paulo
Neilton,9,14.1,13.74,Vitória
Léo Pereira,9,0.0,3.0,Atlético-PR
Gabriel,9,14.3,14.43,Santos
Clayson,9,0.0,11.94,Corinthians
Marcos Guilherme ,9,0.2,9.51,São Paulo
Charles,9,0.0,6.0,Paraná
Neris,9,0.0,4.09,Paraná
Nico López,9,3.3,14.27,Internacional
Valdo,9,5.7,7.14,Ceará
Glauco,9,0.0,4.0,América-MG
Lucas Romero,9,2.9,4.58,Cruzeiro
Luan Viana,9,0.0,1.51,Paraná
Allione,9,-1.0,3.64,Bahia
Erik,9,-0.1,1.78,Atlético-MG
Luan Peres ,9,2.7,5.99,Fluminense
Raul Prata,9,9.4,9.63,Sport
Jeferson,9,0.0,4.34,Vitória
Alberto Valentim,9,3.35,9.09,Botafogo
Denilson,9,0.0,10.04,Vitória
Marcos Felipe ,9,0.0,2.0,Fluminense
Henrique,9,0.0,5.94,Vasco
Lucas Cândido,9,0.0,2.0,Atlético-MG
Claudinei Oliveira,9,4.86,8.87,Sport
Yago,9,0.0,0.69,Atlético-MG
Marcelo,9,5.3,4.13,Botafogo
Uilson,9,0.0,2.0,Atlético-MG
Berrío ,9,0.0,5.0,Flamengo
Jonas,9,5.9,7.85,Flamengo
Carlos,9,0.0,5.76,Paraná
Juninho,9,0.0,6.0,Atlético-MG
João Paulo,9,0.0,2.0,Santos
Alex Santana,9,0.0,2.56,Paraná
Borja,9,0.0,12.68,Palmeiras
Victor Luis,9,-0.5,6.55,Palmeiras
Morato,9,0.0,2.0,São Paulo
Aylon,9,9.2,8.15,América-MG
Richardson,9,0.1,6.32,Ceará
Keno,9,-1.0,9.87,Palmeiras
Hyoran,9,10.4,5.92,Palmeiras
Felipe Rodrigues,9,0.0,2.0,Sport
Pablo Dyego,9,9.2,6.22,Fluminense
Malcoon,9,0.0,2.0,América-MG
Wanderson,9,-1.6,3.62,Atlético-PR
Everton,9,-0.6,14.66,Grêmio
Richard,9,5.1,16.54,Fluminense
Jandrei,9,-5.3,3.92,Chapecoense
Lucas Macanhan,9,0.0,1.0,Atlético-PR
Sidcley,9,0.9,13.95,Corinthians
Luan,9,0.0,15.8,Grêmio
José Welison,9,0.0,2.72,Vitória
Tchê Tchê,9,0.0,5.93,Palmeiras
Vinicius,9,0.0,3.0,Vitória
Nathan,9,0.0,2.0,Vasco
Luiz Otávio ,9,0.0,5.09,Chapecoense
David,9,0.0,0.73,Paraná
Raniel,9,1.0,5.35,Cruzeiro
Matheus Rossetto,9,-1.9,9.22,Atlético-PR
Léo,9,0.0,3.0,Grêmio
Emerson Santos,9,0.0,3.0,Palmeiras
Leonardo,9,9.7,3.59,Grêmio
Pedro Henrique,9,0.0,5.65,Corinthians
Kannemann,9,11.7,13.28,Grêmio
Vitor Bueno,9,0.0,5.23,Santos
Thaciano,9,10.3,3.8,Grêmio
Gabriel,9,0.5,6.8,Atlético-MG
Zeca,9,7.2,10.87,Internacional
Neto Moura,9,1.5,4.68,Sport
Tréllez,9,0.0,5.68,São Paulo
Messias,9,0.5,7.68,América-MG
Carlos Henrique,9,0.0,2.9,Sport
Arrascaeta,9,0.0,17.7,Cruzeiro
Sornoza,9,0.5,8.26,Fluminense
Ramon,9,8.7,4.16,Vitória
Yago,9,0.0,9.23,Vitória
Júnior,9,0.0,2.55,Vitória
Serginho,9,19.5,20.43,América-MG
Everton Felipe,9,0.0,5.53,Sport
Balbuena,9,-0.7,16.35,Corinthians
Daniel Guedes ,9,0.0,7.38,Santos
Ayrton Lucas,9,0.0,10.43,Fluminense
Ángel Romero,9,0.0,10.87,Corinthians
Yuri,9,0.0,1.0,Botafogo
Aderlan,9,5.0,3.97,América-MG
Gabriel Dias,9,0.0,4.24,Internacional
Lucas,9,0.0,3.0,Vasco
Léo,9,0.8,9.14,Bahia
Leandro Vilela,9,1.2,3.89,Paraná
Leandro Carvalho,9,0.0,5.86,Botafogo
Barreto,9,-3.0,0.9,Chapecoense
Judivan ,9,7.7,4.22,América-MG
Bruno Paulista,9,0.0,4.0,Vasco
Jean,9,4.4,2.88,Botafogo
Caju,9,0.0,5.0,Santos
Saulo,9,0.0,1.0,Botafogo
Júnior Tavares,9,0.0,7.58,São Paulo
Iago Maidana,9,0.0,4.0,Atlético-MG
Balbino,9,0.0,2.0,Grêmio
João Pedro ,9,0.0,5.11,Bahia
Gustavo Blanco,9,9.4,20.35,Atlético-MG
Rodrigo Andrade,9,-1.6,0.75,Vitória
