atletas.apelido,atletas.rodada_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name
Thiago Santos,9,0.0,3.0,Chapecoense
Jobson,9,0.0,4.0,Santos
Alan Cardoso,9,0.0,3.0,Santos
Lucas Veríssimo,9,0.0,8.27,Santos
Fernando Medeiros,9,0.0,2.0,Bahia
Joel Carli,9,2.1,7.1,Botafogo
Andrey,9,1.9,5.64,Vasco
Michael,9,0.0,1.0,Atlético-MG
Marcos Júnior,9,5.7,4.11,Vasco
Matheus Fernandes,9,0.0,5.0,Palmeiras
Júnior Brandão,9,0.0,1.81,Goiás
Daniel,9,-0.9,4.07,Fluminense
Keiller,9,0.0,2.0,Internacional
Cleiton,9,0.0,2.0,Atlético-MG
Carlos Eduardo,9,0.0,5.0,Palmeiras
Léo Duarte,9,0.0,4.4,Flamengo
William Oliveira,9,0.0,3.0,Ceará
Diego Pituca,9,4.2,3.61,Santos
Felipe Vizeu,9,-0.2,2.41,Grêmio
Alessandro Vinícius,9,0.0,1.0,Atlético-MG
Raphael Veiga,9,0.0,8.87,Palmeiras
Felipinho,9,0.0,2.0,Bahia
Ribamar,9,0.0,2.64,Vasco
Jonatan Gomez,9,1.2,3.3,CSA
Juninho Capixaba,9,7.9,8.0,Grêmio
Jefferson,9,-1.1,9.78,Goiás
Bill,9,0.0,2.0,Athlético-PR
Pedro,9,0.0,12.31,Fluminense
Marco Antônio,9,0.0,3.0,Bahia
Yan Sasse,9,0.0,3.9,Vasco
Thalles,9,0.0,2.0,Goiás
Max,9,0.0,1.0,Bahia
Matheus Jesus,9,0.0,5.0,Corinthians
Marcinho,9,0.0,2.04,Goiás
Orejuela,9,0.0,5.55,Cruzeiro
Gregore,9,0.0,11.2,Bahia
Artur,9,0.0,10.16,Bahia
Lucas Paes,9,0.0,2.0,São Paulo
Igor Vinícius,9,-0.6,6.4,São Paulo
Vico,9,0.0,1.0,Grêmio
Aguilar,9,4.4,4.71,Santos
Marcelo Benevenuto,9,0.0,4.28,Botafogo
Orinho,9,0.0,3.0,Santos
Araruna,9,0.0,4.11,Fortaleza
Trauco,9,0.0,5.64,Flamengo
Gustavo Bochecha,9,0.0,5.6,Botafogo
Piris da Motta,9,2.5,3.77,Flamengo
Maurício,9,0.0,3.0,Avaí
Quintero,9,2.4,2.73,Fortaleza
Geovane Itinga,9,0.0,2.0,Bahia
Hugo Borges,9,0.0,2.0,Vasco
Daniel,9,0.0,3.0,Internacional
Allan,9,-5.1,0.9,Fluminense
Arthur Gomes,9,1.6,3.55,Chapecoense
Victor Lindenberg,9,0.0,2.0,Botafogo
Léo Santos,9,0.0,6.0,Fluminense
Léo Lopes,9,0.0,1.0,Avaí
Yony González,9,0.0,11.25,Fluminense
Dudu,9,0.0,3.0,Internacional
Janderson,9,0.0,1.23,Corinthians
Lepu,9,0.0,2.0,Bahia
Shaylon,9,0.9,3.46,Bahia
Daniel,9,0.0,1.0,Atlético-MG
Rogério Ceni,9,3.46,7.14,Fortaleza
Marcos Calazans,9,1.9,2.38,São Paulo
Frazan,9,0.0,2.38,Fluminense
Fernando,9,0.0,1.0,Atlético-MG
Hiago,9,0.0,2.0,Chapecoense
Dawhan,9,0.0,6.69,CSA
Bryan,9,6.3,2.48,Chapecoense
Tomás Andrade,9,0.0,5.04,Athlético-PR
Rafael Santos,9,0.0,1.0,Cruzeiro
Lucas Kal,9,0.0,1.0,São Paulo
Rafael,9,0.0,0.73,Flamengo
Rodrigo Santana,9,5.26,10.89,Atlético-MG
Vitão,9,0.0,2.0,Palmeiras
Fessin,9,0.0,2.0,Corinthians
Erick,9,0.0,1.22,Athlético-PR
Rodrigo Alves,9,0.0,2.0,Bahia
Tiago Nunes,9,1.66,8.93,Athlético-PR
Kendy,9,0.0,2.0,Chapecoense
Gabriel Batista,9,0.0,4.0,Flamengo
Jaderson,9,0.0,1.0,Athlético-PR
Gabriel Lima,9,0.0,3.0,Avaí
Caio Henrique,9,5.2,6.11,Fluminense
Wenderson,9,0.0,3.4,Botafogo
Bruno Guimarães,9,-0.1,11.88,Athlético-PR
Mariano Vázquez,9,0.0,4.0,Fortaleza
Lucas Silva,9,0.0,2.0,Flamengo
Pedrinho,9,0.0,11.99,Corinthians
Kanu,9,0.0,1.0,Botafogo
Jean Pyerre,9,7.9,10.13,Grêmio
Diego Torres,9,0.0,4.46,Chapecoense
Cláudio Vitor,9,0.0,1.0,Avaí
Lourenço,9,0.9,4.19,Avaí
Caio,9,0.0,0.74,Athlético-PR
Lucas Hernández,9,0.0,4.0,Atlético-MG
Michael,9,3.0,6.08,Goiás
Marquinhos,9,0.0,1.0,Atlético-MG
Alex Nagib,9,0.0,1.0,Athlético-PR
Fernando,9,0.3,3.56,Botafogo
Diego,9,0.0,1.0,Botafogo
Wesley,9,0.0,2.0,Avaí
Robinho,9,0.0,1.96,CSA
Mascarenhas,9,-2.3,1.75,Fluminense
Tiepo,9,1.0,13.11,Chapecoense
Igor Cássio,9,0.0,1.29,Botafogo
Ricardo,9,9.7,8.91,Vasco
Brenner,9,2.7,2.67,Fluminense
Richard Franco,9,0.0,2.0,Avaí
Chará,9,3.8,11.62,Atlético-MG
Luan Pereira,9,0.0,2.6,Avaí
Thuler,9,7.5,3.47,Flamengo
Igor Gomes,9,-1.8,0.75,São Paulo
Patrick,9,0.0,1.5,Grêmio
Lincoln,9,0.0,3.82,Flamengo
Lucas Campos,9,1.5,1.18,Botafogo
Rickson,9,0.0,1.9,Botafogo
Kleber,9,0.0,2.0,Flamengo
Matheus Matias,9,0.0,1.79,Avaí
Felipe Pires,9,0.0,5.0,Palmeiras
Filipe,9,0.0,2.0,Corinthians
Yuri Alberto,9,0.0,2.0,Santos
Guilherme Guedes,9,0.0,3.0,Grêmio
Matheus Henrique,9,0.0,3.9,Grêmio
Gabriel Sara,9,0.0,1.0,São Paulo
Brenno,9,0.0,2.0,Grêmio
Esteves,9,0.0,1.0,Palmeiras
Emanuel,9,0.0,2.0,Grêmio
Pachu,9,0.0,1.0,Botafogo
Liziero,9,0.0,4.74,São Paulo
Felippe Cardoso,9,0.0,3.0,Ceará
Matheus Silva,9,0.0,3.0,Bahia
Rony,9,0.0,2.0,São Paulo
Sarrafiore,9,0.0,3.49,Internacional
Jô,9,0.0,1.0,Avaí
Guga,9,0.0,8.54,Atlético-MG
Helerson,9,0.0,2.0,Botafogo
Igor Campos,9,0.0,1.0,Chapecoense
Ricardo,9,0.0,4.15,Avaí
Gustavo,9,0.0,3.0,Avaí
Bruno Silva,9,0.0,2.8,Atlético-MG
Thonny Anderson,9,0.0,2.57,Athlético-PR
Lucas Lourenço,9,0.0,2.0,Santos
Hugo Moura,9,0.0,2.97,Flamengo
Joelson,9,0.0,1.0,CSA
Robson Bambu,9,0.0,4.35,Athlético-PR
Nonato,9,4.4,8.88,Internacional
Ramon,9,0.0,2.0,Flamengo
Matheus Dantas,9,0.0,1.25,Flamengo
Demethryus,9,0.0,1.0,Athlético-PR
Ulisses,9,0.0,1.0,Vasco
Vitor Gabriel,9,0.0,2.0,Flamengo
Felipe Jonatan,9,4.5,8.64,Santos
Xandão,9,0.0,2.0,Bahia
Caio,9,0.0,2.0,Fluminense
Bruninho,9,0.0,1.69,Atlético-MG
Lucas Santos,9,0.0,5.0,Vasco
Marrony,9,3.1,12.48,Vasco
Miranda,9,0.0,2.57,Vasco
Alerrandro,9,13.5,7.98,Atlético-MG
Rafael França,9,0.0,2.0,Vasco
João Pedro,9,0.0,1.0,Vasco
Diego,9,0.0,1.0,São Paulo
Carlos Augusto,9,0.0,5.59,Corinthians
Gonzalo Carneiro,9,0.0,5.0,São Paulo
Welligton Rocha,9,0.0,1.0,Athlético-PR
