ID;Data_Confronto;Rodada;Time_Casa;Time_Visitante;Gol_1;Gol_2;Razao_Vitoria_Time_Casa;Razao_Vitoria_Time_Visitante;Razao_Derrota_Time_Casa;Razao_Derrota_Time_Visitante;Razao_Empate_Time_Casa;Razao_Empate_Time_Visitante;Media_Gols_Time_Casa;Media_Gols_Time_Visitante;Media_Gols_Sofrido_Time_Casa;Media_Gols_Sofrido_Time_Visitante;Exp_Gols_Mandante_Final;Exp_Gols_Visitante_Final;Forma_Mandante;Forma_Visitante;Elo_Mandante;Elo_Visitante;Exp_Vitoria;Tipo_Vencedor;Vencedor
936;2015-08-12;18;figueirense;são paulo;0;2;0.3273;0.4516;0.4364;0.3118;0.2364;0.1398;0.9818;1.3011;1.2545;1.0538;1;1;9;6;1011.85;1001.2875;E;V;são paulo
937;2015-08-13;18;atlético-mg;grêmio;0;2;0.4624;0.4731;0.2581;0.2688;0.2796;0.2796;1.4194;1.1075;0.9677;0.8065;1;0;12;10;1000.175;1001.6375;M;V;grêmio
938;2015-08-13;18;joinville;cruzeiro;3;0;0.1765;0.5699;0.5882;0.2366;0.2353;0.043;0.5294;1.7097;1.1176;0.957;0;1;9;9;1004.27;984.145;V;M;joinville
939;2015-08-13;18;ponte preta;avaí;2;0;0.2545;0.2941;0.4364;0.4118;0.3091;1.0;1.0;1.0;1.3636;1.4118;0;0;10;9;1003.99;997.895;E;M;ponte preta
940;2015-08-15;19;athlético-pr;santos;0;0;0.4468;0.383;0.3298;0.3511;0.2234;0.2234;1.3936;1.2553;1.1915;1.0319;1;0;5;16;992.3325;993.67;M;E;empate
941;2015-08-15;19;vasco;coritiba;0;1;0.25;0.2872;0.4821;0.4043;0.2679;0.1596;1.0357;1.0213;1.625;1.2021;1;1;2;12;996.6925;1001.6475;E;V;coritiba
942;2015-08-15;19;são paulo;goiás;0;3;0.4574;0.3404;0.3085;0.383;0.234;0.234;1.3085;1.0532;1.0426;1.0638;1;0;11;6;999.5375;997.77;M;V;goiás
943;2015-08-16;19;cruzeiro;internacional;0;0;0.5638;0.4043;0.2447;0.3085;0.1915;0.1915;1.6915;1.2553;0.9787;1.2128;2;0;7;10;983.645;993.97;M;E;empate
944;2015-08-16;19;sport;ponte preta;1;1;0.375;0.2679;0.2857;0.4286;0.3393;0.3393;1.1786;1.0179;1.1786;1.3393;1;0;3;15;1010.09;1004.49;M;E;empate
945;2015-08-16;19;chapecoense;atlético-mg;2;1;0.3214;0.4574;0.4286;0.266;0.25;0.1489;0.9643;1.4043;1.0714;0.9787;1;0;6;5;1004.27;1000.175;M;M;chapecoense
946;2015-08-16;19;avaí;corinthians;1;2;0.2778;0.4362;0.4444;0.2128;0.2778;0.0532;0.9444;1.0745;1.4444;0.7021;0;1;6;12;997.895;1006.2925;V;V;corinthians
947;2015-08-16;19;fluminense;figueirense;2;1;0.4043;0.3214;0.3511;0.4464;0.2447;0.4107;1.3191;0.9643;1.1277;1.2679;1;0;3;3;1009.935;1011.85;M;M;fluminense
948;2015-08-16;19;grêmio;joinville;2;1;0.4787;0.2222;0.266;0.5556;0.2553;1.3333;1.117;0.6667;0.7979;1.0556;1;0;15;12;1001.6375;1004.27;M;M;grêmio
949;2015-08-16;19;palmeiras;flamengo;4;2;0.3393;0.3511;0.4643;0.383;0.1964;0.117;1.1071;1.1489;1.3393;1.2447;1;0;0;10;1001.365;998.59;M;M;palmeiras
950;2015-08-22;20;figueirense;sport;2;1;0.3158;0.3684;0.4561;0.2807;0.2281;0.2281;0.9649;1.1754;1.2807;1.1754;1;1;1;4;1012.35;1009.59;E;M;figueirense
951;2015-08-22;20;goiás;vasco;3;0;0.3474;0.2456;0.3789;0.4912;0.2737;0.4561;1.0737;1.0175;1.0526;1.614;1;0;12;3;997.77;996.6925;M;M;goiás
952;2015-08-22;20;santos;avaí;5;2;0.3789;0.2632;0.3474;0.4737;0.2737;1.3684;1.2421;0.9474;1.0211;1.4737;1;0;12;3;993.67;997.895;M;M;santos
953;2015-08-23;20;ponte preta;grêmio;0;0;0.2632;0.4842;0.4211;0.2632;0.3158;0.1895;1.0175;1.1263;1.3333;0.8;0;1;12;18;1004.99;1001.1375;V;E;empate
954;2015-08-23;20;atlético-mg;palmeiras;2;1;0.4526;0.3509;0.2737;0.4561;0.2737;0.4561;1.4;1.1579;0.9895;1.3509;2;0;1;9;1000.175;1001.365;M;M;atlético-mg
955;2015-08-23;20;corinthians;cruzeiro;3;0;0.4421;0.5579;0.2105;0.2421;0.3474;0.3474;1.0842;1.6737;0.7053;0.9684;1;0;16;6;1006.2925;983.645;M;M;corinthians
956;2015-08-23;20;coritiba;chapecoense;1;0;0.2947;0.3333;0.4;0.4211;0.3053;0.5088;1.0211;0.9825;1.1895;1.0702;1;0;15;10;1001.6475;1004.27;M;M;coritiba
957;2015-08-23;20;flamengo;são paulo;2;1;0.3474;0.4526;0.3895;0.3158;0.2632;0.2632;1.1579;1.2947;1.2737;1.0632;1;1;6;7;999.09;999.0375;E;M;flamengo
958;2015-08-23;20;internacional;athlético-pr;2;0;0.4;0.4421;0.3053;0.3263;0.2947;0.2947;1.2421;1.3789;1.2;1.1789;1;1;9;4;994.72;991.5825;E;M;internacional
959;2015-08-23;20;joinville;fluminense;2;1;0.2105;0.4105;0.5789;0.3474;0.2105;0.0421;0.6842;1.3263;1.1053;1.1263;0;0;7;9;1004.77;1009.435;E;M;joinville
960;2015-08-29;21;vasco;figueirense;0;1;0.2414;0.3276;0.5;0.4483;0.2586;0.2586;1.0;0.9828;1.6379;1.2759;1;1;0;9;996.1925;1012.85;E;V;figueirense
961;2015-08-29;21;são paulo;ponte preta;3;0;0.4479;0.2586;0.3229;0.4138;0.2292;0.3793;1.2917;1.0;1.0729;1.3103;1;1;3;6;999.9125;1004.115;E;M;são paulo
962;2015-08-30;21;grêmio;coritiba;0;0;0.4792;0.3021;0.2604;0.3958;0.2604;0.2604;1.1146;1.0208;0.7917;1.1771;1;0;12;18;1000.6375;1002.1475;M;E;empate
963;2015-08-30;21;fluminense;atlético-mg;1;2;0.4062;0.4583;0.3542;0.2708;0.2396;0.2396;1.3229;1.4062;1.1354;0.9896;1;1;6;9;1008.935;1000.675;E;V;atlético-mg
964;2015-08-30;21;athlético-pr;goiás;3;0;0.4375;0.3542;0.3333;0.375;0.2292;0.2292;1.3646;1.0938;1.1875;1.0417;1;0;2;16;991.5825;997.77;M;M;athlético-pr
965;2015-08-30;21;avaí;internacional;3;0;0.25;0.4062;0.5;0.3021;0.25;0.0521;1.0;1.25;1.65;1.1875;1;1;0;12;998.77;993.845;E;M;avaí
966;2015-08-30;21;chapecoense;corinthians;1;3;0.3276;0.4479;0.431;0.2083;0.2414;0.1458;0.9655;1.1042;1.069;0.6979;0;0;7;18;1003.52;1007.0425;E;V;corinthians
967;2015-08-30;21;sport;flamengo;0;1;0.3621;0.3542;0.2931;0.3854;0.3448;0.2083;1.1724;1.1667;1.1897;1.2708;1;0;2;14;1008.59;1000.09;M;V;flamengo
968;2015-08-30;21;palmeiras;joinville;3;2;0.3448;0.25;0.4655;0.55;0.1897;0.55;1.1552;0.75;1.3621;1.1;1;0;6;12;1001.365;1004.77;M;M;palmeiras
969;2015-08-30;21;cruzeiro;santos;0;1;0.5521;0.3854;0.25;0.3438;0.1979;0.1979;1.6562;1.2812;0.9896;1.0312;1;0;2;14;982.645;994.67;M;V;santos
970;2015-09-02;22;joinville;são paulo;0;0;0.2381;0.4536;0.5714;0.3196;0.1905;0.0412;0.8095;1.3093;1.1905;1.0619;0;1;6;9;1005.27;999.4125;V;E;empate
971;2015-09-02;22;coritiba;sport;0;0;0.299;0.3559;0.3918;0.3051;0.3093;0.5085;1.0103;1.1525;1.1649;1.1864;1;0;12;1;1001.6475;1009.09;M;E;empate
972;2015-09-02;22;atlético-mg;athlético-pr;0;1;0.4639;0.4433;0.268;0.3299;0.268;0.268;1.4124;1.3814;0.9897;1.1753;2;0;15;10;999.675;992.5825;M;V;athlético-pr
973;2015-09-02;22;corinthians;fluminense;2;0;0.4536;0.4021;0.2062;0.3608;0.3402;0.3402;1.1237;1.3196;0.701;1.1443;1;0;18;3;1007.0425;1008.935;M;M;corinthians
974;2015-09-02;22;ponte preta;cruzeiro;1;2;0.2542;0.5464;0.4237;0.2577;0.322;0.1959;0.9831;1.6392;1.339;0.9897;0;1;3;3;1004.115;982.645;V;V;cruzeiro
975;2015-09-02;22;flamengo;avaí;3;0;0.3608;0.2857;0.3814;0.4762;0.2577;1.1905;1.1649;1.0952;1.2577;1.5714;1;0;15;9;1000.09;998.77;M;M;flamengo
976;2015-09-02;22;goiás;palmeiras;1;0;0.3505;0.3559;0.3814;0.4576;0.268;0.4407;1.0825;1.1864;1.0619;1.3729;1;0;9;12;997.77;1001.365;M;M;goiás
977;2015-09-02;22;internacional;vasco;6;0;0.4021;0.2373;0.3093;0.5085;0.2887;0.4746;1.2371;0.9831;1.2062;1.6271;2;0;7;0;993.845;996.1925;M;M;internacional
978;2015-09-03;22;figueirense;grêmio;0;2;0.339;0.4742;0.4407;0.2577;0.2203;0.134;0.9831;1.1031;1.2542;0.7835;0;0;15;6;1012.1;1001.3875;E;V;grêmio
979;2015-09-03;22;santos;chapecoense;3;1;0.3918;0.322;0.3402;0.4407;0.268;0.4407;1.2784;0.9661;1.0206;1.1017;1;0;16;3;994.67;1003.52;M;M;santos
980;2015-09-05;23;athlético-pr;joinville;0;0;0.449;0.2273;0.3265;0.5455;0.2245;1.0;1.3776;0.7727;1.1633;1.1364;1;0;15;6;992.0825;1005.77;M;E;empate
981;2015-09-05;23;vasco;atlético-mg;1;2;0.2333;0.4592;0.5167;0.2755;0.25;0.1531;0.9667;1.398;1.7;0.9898;0;1;0;9;996.1925;999.675;V;V;atlético-mg
982;2015-09-05;23;são paulo;internacional;2;0;0.449;0.4082;0.3163;0.3061;0.2347;0.2347;1.2959;1.2857;1.051;1.1939;1;0;9;12;999.4125;993.845;M;M;são paulo
983;2015-09-06;23;palmeiras;corinthians;3;3;0.35;0.4592;0.4667;0.2041;0.1833;0.1122;1.1667;1.1327;1.3667;0.6939;0;0;6;18;1001.365;1007.0425;E;E;empate
984;2015-09-06;23;chapecoense;ponte preta;0;0;0.3167;0.25;0.45;0.4333;0.2333;0.2333;0.9667;0.9833;1.1333;1.35;1;0;0;1;1003.02;1004.615;M;E;empate
985;2015-09-06;23;sport;santos;1;1;0.35;0.398;0.3;0.3367;0.35;0.2143;1.1333;1.2959;1.1667;1.0204;1;0;3;18;1008.59;995.17;M;E;empate
986;2015-09-06;23;avaí;coritiba;0;2;0.2727;0.2959;0.5;0.3878;0.2273;0.051;1.0455;1.0;1.6364;1.1531;1;1;6;6;998.02;1002.3975;E;V;coritiba
987;2015-09-06;23;cruzeiro;figueirense;5;1;0.551;0.3333;0.2551;0.45;0.1939;0.3167;1.6429;0.9667;0.9898;1.2667;2;0;9;9;982.645;1012.1;M;M;cruzeiro
988;2015-09-06;23;fluminense;flamengo;1;3;0.398;0.3673;0.3673;0.3776;0.2347;0.2347;1.3061;1.1837;1.1531;1.2449;1;0;0;18;1007.435;1001.59;M;V;flamengo
989;2015-09-06;23;grêmio;goiás;2;1;0.4796;0.3571;0.2551;0.3776;0.2653;0.2653;1.1122;1.0816;0.7755;1.051;1;0;12;14;1001.3875;997.77;M;M;grêmio
990;2015-09-09;24;figueirense;athlético-pr;1;1;0.3279;0.4444;0.459;0.3232;0.2131;0.1313;0.9672;1.3636;1.3279;1.1515;1;1;3;12;1012.1;992.0825;E;E;empate
991;2015-09-09;24;coritiba;fluminense;1;1;0.303;0.3939;0.3838;0.3737;0.3131;0.3131;1.0101;1.303;1.1414;1.1717;1;0;12;2;1001.8975;1007.935;M;E;empate
992;2015-09-09;24;corinthians;grêmio;1;1;0.4545;0.4848;0.202;0.2525;0.3434;0.3434;1.1515;1.1212;0.7172;0.7778;0;0;12;16;1007.0425;1001.3875;E;E;empate
993;2015-09-09;24;atlético-mg;avaí;2;0;0.4646;0.2609;0.2727;0.5217;0.2626;1.1304;1.404;1.0;0.9899;1.6522;2;0;12;3;999.675;998.02;M;M;atlético-mg
994;2015-09-09;24;internacional;palmeiras;1;0;0.404;0.3443;0.3131;0.459;0.2828;0.459;1.2727;1.1967;1.202;1.3934;1;0;6;6;993.845;1001.365;M;M;internacional
995;2015-09-09;24;santos;são paulo;3;0;0.3939;0.4545;0.3333;0.3131;0.2727;0.2727;1.2929;1.303;1.0202;1.0404;1;0;12;12;995.17;999.4125;M;M;santos
996;2015-09-09;24;ponte preta;vasco;0;1;0.2459;0.2295;0.4262;0.5246;0.3279;0.3279;0.9672;0.9672;1.3279;1.7049;1;1;3;0;1004.115;996.6925;E;V;vasco
997;2015-09-10;24;joinville;chapecoense;0;0;0.2174;0.3115;0.5217;0.4426;0.2609;0.0984;0.7391;0.9508;1.087;1.1148;1;0;5;5;1005.27;1003.52;M;E;empate
998;2015-09-10;24;flamengo;cruzeiro;2;0;0.3737;0.5556;0.3737;0.2525;0.2525;0.2525;1.202;1.6768;1.2424;0.9899;1;1;18;15;1002.34;981.895;E;M;flamengo
999;2015-09-10;24;goiás;sport;1;0;0.3535;0.3443;0.3838;0.2951;0.2626;0.4262;1.0808;1.1311;1.0606;1.1639;1;0;6;3;997.77;1008.59;M;M;goiás
1000;2015-09-12;25;coritiba;internacional;0;1;0.3;0.41;0.38;0.31;0.32;0.32;1.01;1.27;1.14;1.19;1;0;10;12;1000.8975;994.845;M;V;internacional
1001;2015-09-12;25;palmeiras;figueirense;2;0;0.3387;0.3226;0.4677;0.4516;0.1935;0.1935;1.1774;0.9677;1.3871;1.3226;1;0;2;5;1001.365;1012.1;M;M;palmeiras
1002;2015-09-13;25;cruzeiro;atlético-mg;1;1;0.55;0.47;0.26;0.27;0.19;0.19;1.66;1.41;1.0;0.98;1;0;9;15;981.395;1000.175;M;E;empate
1003;2015-09-13;25;avaí;goiás;2;1;0.25;0.36;0.5417;0.38;0.2083;0.05;0.9583;1.08;1.6667;1.05;1;1;0;12;998.52;997.27;E;M;avaí
1004;2015-09-13;25;corinthians;joinville;3;0;0.45;0.2083;0.2;0.5;0.35;1.4583;1.15;0.7083;0.72;1.0417;1;0;8;6;1007.0425;1005.27;M;M;corinthians
1005;2015-09-13;25;chapecoense;flamengo;1;3;0.3065;0.38;0.4355;0.37;0.2581;0.16;0.9355;1.21;1.0968;1.23;1;0;5;18;1002.02;1003.84;M;V;flamengo
1006;2015-09-13;25;ponte preta;santos;3;1;0.2419;0.4;0.4355;0.33;0.3226;0.2;0.9516;1.31;1.3226;1.01;0;1;2;14;1005.615;993.67;V;M;ponte preta
1007;2015-09-13;25;grêmio;são paulo;1;2;0.48;0.45;0.25;0.32;0.27;0.27;1.12;1.29;0.78;1.06;1;0;12;7;1000.3875;1000.4125;M;V;são paulo
1008;2015-09-13;25;sport;fluminense;1;0;0.3387;0.39;0.3065;0.37;0.3548;0.22;1.1129;1.3;1.1613;1.17;1;0;3;5;1008.59;1007.935;M;M;sport
1009;2015-09-13;25;vasco;athlético-pr;2;0;0.2419;0.44;0.5161;0.32;0.2419;0.15;0.9677;1.36;1.6774;1.15;1;1;9;6;997.4425;991.3325;E;M;vasco
1010;2015-09-16;26;joinville;sport;1;1;0.2;0.3492;0.52;0.3016;0.28;0.1111;0.68;1.1111;1.12;1.1429;0;0;3;12;1005.27;1008.59;E;E;empate
1011;2015-09-16;26;cruzeiro;vasco;2;2;0.5446;0.254;0.2574;0.5079;0.198;0.3175;1.6535;0.9841;1.0;1.6508;2;0;6;15;980.895;997.9425;M;E;empate
1012;2015-09-16;26;figueirense;avaí;0;1;0.3175;0.28;0.4603;0.52;0.2222;0.56;0.9524;1.0;1.3333;1.64;1;0;2;11;1011.1;999.52;M;V;avaí
1013;2015-09-16;26;athlético-pr;grêmio;1;2;0.4356;0.4752;0.3267;0.2574;0.2376;0.2376;1.3465;1.1188;1.1584;0.7921;1;0;3;5;990.3325;1001.3875;M;V;grêmio
1014;2015-09-16;26;internacional;corinthians;2;1;0.4158;0.4554;0.3069;0.198;0.2772;0.2772;1.2673;1.1683;1.1782;0.7129;1;0;15;10;994.845;1007.0425;M;M;internacional
1015;2015-09-16;26;fluminense;palmeiras;1;4;0.3861;0.3492;0.3762;0.4603;0.2376;0.381;1.2871;1.1905;1.1683;1.3651;1;1;2;12;1007.06;1002.24;E;V;palmeiras
1016;2015-09-16;26;goiás;ponte preta;1;2;0.3564;0.254;0.3861;0.4286;0.2574;0.4127;1.0792;0.9841;1.0594;1.3175;1;0;6;10;996.27;1006.615;M;V;ponte preta
1017;2015-09-16;26;santos;atlético-mg;4;0;0.396;0.4653;0.3366;0.2673;0.2673;0.2673;1.3069;1.4059;1.0297;0.9802;1;0;7;12;993.67;1000.175;M;M;santos
1018;2015-09-17;26;são paulo;chapecoense;0;0;0.4554;0.3016;0.3168;0.4444;0.2277;0.3651;1.297;0.9365;1.0594;1.127;1;0;12;1;999.9125;1002.52;M;E;empate
1019;2015-09-17;26;flamengo;coritiba;0;2;0.3861;0.297;0.3663;0.3861;0.2475;0.2475;1.2277;1.0;1.2277;1.1386;1;0;18;3;1002.34;1002.3975;M;V;coritiba
1020;2015-09-19;27;internacional;figueirense;1;1;0.4216;0.3125;0.3039;0.4688;0.2745;0.4375;1.2745;0.9375;1.1765;1.3281;1;0;18;1;994.345;1011.6;M;E;empate
1021;2015-09-19;27;palmeiras;grêmio;3;2;0.3594;0.4804;0.4531;0.2549;0.1875;0.1176;1.2344;1.1275;1.3594;0.7941;0;1;15;10;1003.24;1000.3875;V;M;palmeiras
1022;2015-09-19;27;ponte preta;fluminense;3;1;0.2656;0.3824;0.4219;0.3824;0.3125;0.1961;1.0;1.2843;1.3125;1.1961;0;1;15;1;1008.115;1005.56;V;M;ponte preta
1023;2015-09-20;27;atlético-mg;flamengo;4;1;0.4608;0.3824;0.2745;0.3725;0.2647;0.2647;1.3922;1.2157;1.0098;1.2353;1;0;5;9;1000.175;1002.34;M;M;atlético-mg
1024;2015-09-20;27;avaí;são paulo;2;1;0.3077;0.451;0.5;0.3137;0.1923;0.049;1.0;1.2843;1.5769;1.049;1;1;15;9;1000.02;999.4125;E;M;avaí
1025;2015-09-20;27;corinthians;santos;2;0;0.451;0.402;0.2059;0.3333;0.3431;0.3431;1.1667;1.3333;0.7255;1.0196;1;0;7;12;1007.0425;993.67;M;M;corinthians
1026;2015-09-20;27;coritiba;athlético-pr;2;0;0.3039;0.4314;0.3824;0.3333;0.3137;0.3137;1.0098;1.3431;1.1275;1.1667;1;0;10;1;1002.3975;990.3325;M;M;coritiba
1027;2015-09-20;27;chapecoense;cruzeiro;0;2;0.2969;0.5392;0.4375;0.2549;0.2656;0.1667;0.9219;1.6569;1.1094;1.0098;1;1;4;3;1001.77;981.645;E;V;cruzeiro
1028;2015-09-20;27;goiás;joinville;3;0;0.3529;0.1923;0.3922;0.5;0.2549;1.0;1.0784;0.6923;1.0686;1.1154;1;0;3;4;996.27;1005.27;M;M;goiás
1029;2015-09-20;27;vasco;sport;2;1;0.25;0.3438;0.5;0.2969;0.25;0.25;1.0;1.1094;1.6562;1.1406;1;1;12;9;998.4425;1008.09;E;M;vasco
1030;2015-09-26;28;fluminense;goiás;2;0;0.3786;0.3592;0.3883;0.3883;0.233;0.233;1.2816;1.0971;1.2136;1.0583;1;0;0;9;1005.56;996.27;M;M;fluminense
1031;2015-09-26;28;grêmio;avaí;3;1;0.4757;0.3333;0.2621;0.4815;0.2621;1.0;1.1359;1.037;0.8155;1.5556;1;0;6;18;1000.3875;1000.02;M;M;grêmio
1032;2015-09-27;28;joinville;atlético-mg;2;2;0.1852;0.466;0.5185;0.2718;0.2963;0.0777;0.6667;1.4175;1.1852;1.0097;0;0;2;12;1005.27;1000.175;E;E;empate
1033;2015-09-27;28;são paulo;palmeiras;1;1;0.4466;0.3692;0.3204;0.4462;0.233;0.3692;1.2816;1.2615;1.0583;1.3692;1;0;5;18;998.9125;1003.74;M;E;empate
1034;2015-09-27;28;figueirense;corinthians;1;3;0.3077;0.4563;0.4615;0.2039;0.2308;0.1456;0.9385;1.1748;1.3231;0.7184;0;0;3;12;1010.85;1007.7925;E;V;corinthians
1035;2015-09-27;28;cruzeiro;coritiba;2;0;0.5437;0.3107;0.2524;0.3786;0.2039;0.2039;1.6602;1.0194;1.0;1.1165;2;0;12;15;981.645;1002.3975;M;M;cruzeiro
1036;2015-09-27;28;athlético-pr;ponte preta;1;2;0.4272;0.2769;0.3398;0.4154;0.233;0.3692;1.3301;1.0308;1.1748;1.3077;1;0;0;18;989.3325;1009.115;M;V;ponte preta
1037;2015-09-27;28;santos;internacional;3;1;0.3981;0.4175;0.3398;0.301;0.2621;0.2621;1.3204;1.2718;1.0291;1.1748;1;0;6;12;993.67;994.345;M;M;santos
1038;2015-09-27;28;sport;chapecoense;3;0;0.3385;0.2923;0.3077;0.4462;0.3538;0.3538;1.1077;0.9077;1.1538;1.1231;1;0;5;2;1008.09;1001.77;M;M;sport
1039;2015-09-27;28;flamengo;vasco;1;2;0.3786;0.2615;0.3786;0.4923;0.2427;0.3846;1.2136;1.0154;1.2621;1.6462;2;1;3;12;1001.34;999.4425;M;V;vasco
1040;2015-10-03;29;coritiba;atlético-mg;0;3;0.3077;0.4615;0.3846;0.2692;0.3077;0.3077;1.0096;1.4231;1.125;1.0192;1;0;9;9;1000.6475;1001.925;M;V;atlético-mg
1041;2015-10-03;29;internacional;sport;2;1;0.4135;0.3485;0.3077;0.303;0.2788;0.4394;1.2692;1.1364;1.1923;1.1364;1;0;5;12;994.345;1008.09;M;M;internacional
1042;2015-10-03;29;são paulo;athlético-pr;1;0;0.4423;0.4231;0.3173;0.3462;0.2404;0.2404;1.2788;1.3269;1.0577;1.1827;1;1;4;0;999.4125;988.8325;E;M;são paulo
1043;2015-10-04;29;ponte preta;corinthians;2;2;0.2879;0.4615;0.4091;0.2019;0.303;0.1923;1.0455;1.1923;1.303;0.7212;0;1;18;15;1009.615;1007.2925;V;E;empate
1044;2015-10-04;29;cruzeiro;grêmio;0;0;0.5481;0.4808;0.25;0.2596;0.2019;0.2019;1.6635;1.1538;0.9904;0.8173;1;0;16;12;981.145;1000.8875;M;E;empate
1045;2015-10-04;29;avaí;vasco;1;1;0.3214;0.2727;0.5;0.4848;0.1786;0.0758;1.0357;1.0303;1.6071;1.6364;1;1;9;16;1000.02;999.4425;E;E;empate
1046;2015-10-04;29;chapecoense;palmeiras;5;1;0.2879;0.3636;0.4545;0.4394;0.2576;0.2576;0.8939;1.2576;1.1515;1.3636;1;0;1;12;1001.77;1003.74;M;M;chapecoense
1047;2015-10-04;29;goiás;figueirense;2;3;0.3558;0.303;0.3942;0.4697;0.25;0.3939;1.0865;0.9394;1.0673;1.3485;1;0;6;0;995.27;1011.85;M;V;figueirense
1048;2015-10-04;29;flamengo;joinville;2;0;0.375;0.1786;0.3846;0.5;0.2404;0.8929;1.2115;0.7143;1.2692;1.2143;1;0;0;4;1001.34;1005.27;M;M;flamengo
1049;2015-10-04;29;santos;fluminense;3;1;0.4038;0.3846;0.3365;0.3846;0.2596;0.2596;1.3365;1.2885;1.0288;1.2019;1;0;12;9;993.67;1005.56;M;M;santos
1050;2015-10-14;30;athlético-pr;cruzeiro;2;2;0.419;0.5429;0.3524;0.2476;0.2286;0.2286;1.3143;1.6476;1.181;0.981;1;1;0;12;988.8325;981.145;E;E;empate
1051;2015-10-14;30;atlético-mg;internacional;2;1;0.4667;0.419;0.2667;0.3048;0.2667;0.2667;1.4381;1.2762;1.0095;1.1905;1;0;14;12;1001.925;994.345;M;M;atlético-mg
1052;2015-10-14;30;figueirense;flamengo;3;0;0.3134;0.381;0.4627;0.381;0.2239;0.1429;0.9701;1.219;1.3582;1.2571;1;1;10;9;1012.725;1000.465;E;M;figueirense
1053;2015-10-14;30;fluminense;são paulo;2;0;0.381;0.4476;0.3905;0.3143;0.2286;0.2286;1.2857;1.2762;1.219;1.0476;1;1;6;9;1006.31;998.6625;E;M;fluminense
1054;2015-10-14;30;joinville;coritiba;3;1;0.1724;0.3048;0.5172;0.3905;0.3103;0.0857;0.6897;1.0;1.2414;1.1429;1;0;2;5;1005.27;1000.6475;M;M;joinville
1055;2015-10-14;30;palmeiras;ponte preta;0;1;0.3582;0.2836;0.4478;0.403;0.194;0.194;1.2537;1.0597;1.4179;1.3134;1;1;5;12;1003.24;1010.115;E;V;ponte preta
1056;2015-10-14;30;sport;avaí;3;0;0.3433;0.3103;0.3134;0.4828;0.3433;0.7931;1.1343;1.0345;1.1493;1.5862;1;0;6;6;1008.09;1000.02;M;M;sport
1057;2015-10-15;30;vasco;chapecoense;1;1;0.2687;0.2985;0.4776;0.4478;0.2537;0.2537;1.0299;0.9552;1.6269;1.1493;1;0;12;9;998.9425;1002.27;M;E;empate
1058;2015-10-15;30;corinthians;goiás;3;0;0.4571;0.3524;0.2;0.4;0.3429;0.3429;1.2;1.0952;0.7333;1.0857;1;0;12;3;1007.2925;995.27;M;M;corinthians
1059;2015-10-15;30;grêmio;santos;1;0;0.4762;0.4095;0.2571;0.3333;0.2667;0.2667;1.1429;1.3524;0.8095;1.0286;1;0;9;15;1000.8875;993.67;M;M;grêmio
1060;2015-10-17;31;joinville;figueirense;1;0;0.2;0.3235;0.5;0.4559;0.3;0.1324;0.7667;1.0;1.2333;1.3382;1;0;10;15;1005.27;1012.725;M;M;joinville
1061;2015-10-17;31;avaí;palmeiras;1;3;0.3;0.3529;0.5;0.4559;0.2;0.0882;1.0;1.2353;1.6333;1.4118;1;1;2;3;999.27;1003.99;E;V;palmeiras
1062;2015-10-18;31;são paulo;vasco;2;2;0.4434;0.2647;0.3208;0.4706;0.2358;0.3676;1.2642;1.0294;1.0566;1.6176;1;0;7;6;998.1625;999.4425;M;E;empate
1063;2015-10-18;31;grêmio;chapecoense;2;3;0.4811;0.2941;0.2547;0.4412;0.2642;0.4118;1.1415;0.9559;0.8019;1.1471;1;0;14;9;999.8875;1003.27;M;V;chapecoense
1064;2015-10-18;31;athlético-pr;corinthians;1;4;0.4151;0.4623;0.3491;0.1981;0.2358;0.2358;1.3208;1.217;1.1887;0.7264;1;0;3;12;987.0825;1009.0425;M;V;corinthians
1065;2015-10-18;31;cruzeiro;fluminense;2;0;0.5377;0.3868;0.2453;0.3868;0.217;0.217;1.6509;1.2925;0.9906;1.2075;1;0;8;14;981.145;1006.31;M;M;cruzeiro
1066;2015-10-18;31;flamengo;internacional;0;1;0.3774;0.4151;0.3868;0.3113;0.2358;0.2358;1.2075;1.2736;1.2736;1.1981;1;0;6;6;999.465;995.345;M;V;internacional
1067;2015-10-18;31;ponte preta;coritiba;3;0;0.2941;0.3019;0.3971;0.3962;0.3088;0.1981;1.0588;1.0;1.2941;1.1604;1;0;14;2;1010.115;1000.6475;M;M;ponte preta
1068;2015-10-18;31;santos;goiás;3;1;0.4057;0.3491;0.3396;0.4057;0.2547;0.2547;1.3396;1.0849;1.0283;1.1038;1;0;9;0;993.67;995.27;M;M;santos
1069;2015-10-18;31;sport;atlético-mg;4;1;0.3529;0.4717;0.3088;0.2642;0.3382;0.217;1.1618;1.4434;1.1324;1.0094;1;0;12;16;1008.09;1001.925;M;M;sport
1070;2015-10-24;32;figueirense;santos;0;0;0.3188;0.4112;0.4638;0.3364;0.2174;0.1402;0.9855;1.3551;1.3333;1.028;1;1;9;12;1012.725;993.67;E;E;empate
1071;2015-10-24;32;fluminense;athlético-pr;0;1;0.3832;0.4112;0.3925;0.3551;0.2243;0.2243;1.2804;1.3178;1.215;1.215;1;1;6;0;1005.81;987.5825;E;V;athlético-pr
