"time";"ano";"rodada";"data_confronto";"local";"gol";"razao_vitoria";"razao_empate";"razao_derrota";"media_gols";"media_gols_sofridos";"expectativa_gols";"forma";"elo";"exp_vitoria";"tipo_vencedor";"vitoria";"vencedor";"pontos";"preco"
"ponte preta";2017;32;"2017-11-05";"F";0;0.3172;0.2138;0.4207;1.0828;1.2897;0.0000;9.0000;1013.8650;"M";"M";0;"bahia";9.40;80.95
"athlético-pr";2017;32;"2017-11-05";"F";0;0.4098;0.2350;0.3552;1.2350;1.1366;0.0000;12.0000;981.4575;"M";"M";0;"cruzeiro";12.70;68.01
"chapecoense";2017;32;"2017-11-05";"C";1;0.3241;0.2828;0.3931;1.0897;1.2690;1.0000;12.0000;1005.6450;"M";"E";0;"empate";17.40;56.66
"bahia";2017;32;"2017-11-05";"C";2;0.2897;0.2897;0.4206;1.0093;1.2056;1.0000;9.0000;1008.5175;"M";"M";1;"bahia";93.30;139.73
"vitória";2017;32;"2017-11-05";"F";1;0.3241;0.2069;0.4345;1.2828;1.4345;1.0000;5.0000;993.2075;"E";"E";0;"empate";23.10;73.57
"flamengo";2017;32;"2017-11-05";"F";1;0.3989;0.2514;0.3333;1.2350;1.1475;0.0000;6.0000;1012.0900;"M";"M";0;"grêmio";31.80;108.39
"vasco";2017;32;"2017-11-05";"C";1;0.3084;0.2804;0.4112;1.0187;1.4393;1.0000;8.0000;1010.2550;"E";"E";0;"empate";29.70;100.84
"cruzeiro";2017;32;"2017-11-05";"C";1;0.4863;0.2350;0.2787;1.4973;1.0328;1.0000;3.0000;965.6450;"M";"M";1;"cruzeiro";75.00;112.81
"palmeiras";2017;32;"2017-11-05";"F";2;0.4552;0.3862;0.3448;1.4069;1.2069;0.0000;12.0000;1014.3650;"M";"M";0;"corinthians";36.80;145.22
"grêmio";2017;32;"2017-11-05";"C";3;0.4590;0.2514;0.2896;1.1803;0.8907;1.0000;4.0000;988.7000;"M";"M";1;"grêmio";55.80;124.70
"sport";2017;32;"2017-11-05";"F";1;0.3517;0.2828;0.3724;1.2207;1.2828;0.0000;1.0000;1006.0900;"M";"E";0;"empate";19.70;89.05
"grêmio";2017;33;"2017-11-08";"F";1;0.4620;0.2065;0.2880;1.1902;0.8913;1.0000;9.0000;989.2000;"E";"V";1;"grêmio";73.00;105.29
"avaí";2017;33;"2017-11-08";"C";1;0.2714;0.2857;0.4429;0.8571;1.4429;1.0000;5.0000;1009.7700;"E";"V";0;"bahia";50.10;80.73
"santos";2017;33;"2017-11-08";"C";1;0.4511;0.2500;0.2989;1.3424;0.9348;2.0000;12.0000;993.9200;"M";"V";0;"vasco";31.00;86.95
"flamengo";2017;33;"2017-11-08";"C";2;0.3967;0.2663;0.3370;1.2337;1.1576;1.0000;2.0000;1012.8400;"E";"M";1;"flamengo";88.90;111.06
"botafogo-rj";2017;33;"2017-11-08";"F";2;0.3836;0.2808;0.3836;1.1575;1.1096;0.0000;3.0000;985.6475;"M";"V";1;"botafogo-rj";36.90;128.99
"vitória";2017;33;"2017-11-08";"C";3;0.3219;0.2466;0.4315;1.2808;1.4315;1.0000;5.0000;993.9575;"E";"M";1;"vitória";48.60;84.56
"sport";2017;33;"2017-11-08";"C";1;0.3493;0.2808;0.3699;1.2192;1.2808;1.0000;3.0000;1005.0900;"M";"V";0;"botafogo-rj";29.60;86.64
"palmeiras";2017;33;"2017-11-08";"F";1;0.4521;0.2466;0.3493;1.4110;1.2192;1.0000;5.0000;1013.6150;"E";"M";0;"vitória";31.50;122.46
"athlético-pr";2017;33;"2017-11-08";"C";0;0.4076;0.2337;0.3587;1.2283;1.1359;1.0000;5.0000;980.4575;"M";"V";0;"corinthians";23.40;69.84
"cruzeiro";2017;33;"2017-11-08";"F";0;0.4891;0.2663;0.2772;1.4946;1.0272;1.0000;11.0000;964.8950;"E";"M";0;"flamengo";14.50;96.68
"ponte preta";2017;33;"2017-11-08";"C";0;0.3151;0.2603;0.4247;1.0753;1.2945;1.0000;6.0000;1013.3650;"E";"V";0;"grêmio";13.60;87.64
"corinthians";2017;33;"2017-11-08";"F";1;0.4728;0.2337;0.2228;1.2935;0.8098;0.0000;11.0000;995.9175;"M";"V";1;"corinthians";59.50;126.68
"vasco";2017;33;"2017-11-08";"F";2;0.3056;0.4259;0.4074;1.0185;1.4352;0.0000;4.0000;1011.2550;"M";"V";1;"vasco";45.50;86.64
"bahia";2017;33;"2017-11-08";"F";2;0.2963;0.1852;0.4167;1.0185;1.1944;1.0000;14.0000;1009.0175;"E";"V";1;"bahia";40.90;109.09
"atlético-mg";2017;33;"2017-11-09";"C";3;0.4402;0.2717;0.2880;1.4293;1.1522;2.0000;5.0000;994.9250;"M";"M";1;"atlético-mg";37.40;111.83
"atlético-go";2017;33;"2017-11-09";"F";2;0.2188;1.5625;0.5938;0.9062;1.5312;0.0000;2.0000;1012.5700;"M";"M";0;"atlético-mg";19.30;60.63
"coritiba";2017;33;"2017-11-09";"F";2;0.3043;0.2609;0.3967;1.0435;1.1685;1.0000;16.0000;1000.3350;"E";"E";0;"empate";29.10;110.38
"fluminense";2017;33;"2017-11-09";"C";2;0.3587;0.2609;0.3804;1.2554;1.2228;1.0000;11.0000;1011.8100;"E";"E";0;"empate";39.40;99.13
"são paulo";2017;33;"2017-11-09";"C";2;0.4239;0.2337;0.3424;1.2880;1.1196;1.0000;18.0000;988.1625;"M";"E";0;"empate";31.50;94.92
"chapecoense";2017;33;"2017-11-09";"F";2;0.3219;0.2945;0.3904;1.0890;1.2671;0.0000;6.0000;1006.1450;"M";"E";0;"empate";30.90;81.39
"avaí";2017;34;"2017-11-11";"F";0;0.2676;0.7887;0.4507;0.8592;1.4507;0.0000;1.0000;1009.7700;"M";"M";0;"corinthians";16.30;68.44
"athlético-pr";2017;34;"2017-11-11";"F";1;0.4054;0.1838;0.3622;1.2216;1.1351;0.0000;1.0000;981.4575;"M";"V";1;"athlético-pr";58.20;90.72
"corinthians";2017;34;"2017-11-11";"C";1;0.4757;0.3027;0.2216;1.2919;0.8054;1.0000;15.0000;995.9175;"M";"M";1;"corinthians";51.90;113.92
"botafogo-rj";2017;34;"2017-11-11";"C";0;0.3878;0.2313;0.3810;1.1633;1.1088;1.0000;10.0000;984.6475;"M";"V";0;"athlético-pr";29.90;115.75
"ponte preta";2017;34;"2017-11-12";"F";1;0.3129;0.3810;0.4286;1.0680;1.2925;0.0000;3.0000;1013.8650;"M";"E";0;"empate";20.50;106.22
"vitória";2017;34;"2017-11-12";"F";1;0.3265;0.3129;0.4286;1.2925;1.4286;0.0000;10.0000;994.4575;"M";"E";0;"empate";34.00;74.48
"são paulo";2017;34;"2017-11-12";"F";1;0.4216;0.1676;0.3405;1.2919;1.1243;1.0000;12.0000;987.6625;"V";"E";0;"empate";20.60;108.61
"atlético-mg";2017;34;"2017-11-12";"F";2;0.4432;0.1676;0.2865;1.4378;1.1568;1.0000;10.0000;994.9250;"E";"E";0;"empate";52.40;72.40
"vasco";2017;34;"2017-11-12";"C";1;0.3119;0.2844;0.4037;1.0275;1.4312;0.0000;12.0000;1011.7550;"V";"E";0;"empate";40.80;80.99
"bahia";2017;34;"2017-11-12";"C";2;0.3028;0.2844;0.4128;1.0275;1.1927;1.0000;16.0000;1009.0175;"E";"E";0;"empate";71.60;111.54
"atlético-go";2017;34;"2017-11-12";"C";2;0.2121;0.1818;0.6061;0.9394;1.5758;1.0000;1.0000;1013.3200;"E";"M";1;"atlético-go";84.00;61.53
"palmeiras";2017;34;"2017-11-12";"C";2;0.4490;0.1973;0.3537;1.4082;1.2313;1.0000;1.0000;1014.3650;"E";"M";1;"palmeiras";82.10;126.10
"sport";2017;34;"2017-11-12";"F";0;0.3469;0.0408;0.3741;1.2177;1.2857;1.0000;0.0000;1004.3400;"E";"M";0;"atlético-go";-2.40;87.21
"flamengo";2017;34;"2017-11-12";"F";0;0.4000;0.1568;0.3351;1.2378;1.1514;1.0000;10.0000;1012.0900;"E";"M";0;"palmeiras";19.70;107.55
"fluminense";2017;34;"2017-11-12";"F";1;0.3568;0.2324;0.3784;1.2595;1.2270;0.0000;10.0000;1011.8100;"M";"M";0;"cruzeiro";35.00;76.86
"grêmio";2017;34;"2017-11-12";"C";1;0.4649;0.2486;0.2865;1.1892;0.8865;1.0000;16.0000;988.7000;"M";"E";0;"empate";33.20;110.20
"coritiba";2017;34;"2017-11-12";"C";1;0.3027;0.3027;0.3946;1.0486;1.1730;1.0000;12.0000;999.8350;"M";"E";0;"empate";23.40;84.11
"cruzeiro";2017;34;"2017-11-12";"C";3;0.4865;0.2324;0.2811;1.4865;1.0324;1.0000;7.0000;964.8950;"M";"M";1;"cruzeiro";59.50;108.66
"santos";2017;34;"2017-11-13";"F";0;0.4486;0.2324;0.3027;1.3405;0.9405;0.0000;6.0000;993.9200;"M";"M";0;"chapecoense";8.20;84.09
"chapecoense";2017;34;"2017-11-13";"C";2;0.3197;0.2925;0.3878;1.0952;1.2721;1.0000;6.0000;1006.1450;"M";"M";1;"chapecoense";75.90;91.60
"grêmio";2017;35;"2017-11-15";"C";1;0.4624;0.2527;0.2849;1.1882;0.8871;1.0000;12.0000;988.7000;"M";"M";1;"grêmio";56.50;147.61
"atlético-mg";2017;35;"2017-11-15";"F";1;0.4409;0.1720;0.2849;1.4409;1.1613;1.0000;9.0000;994.4250;"V";"E";0;"empate";50.50;109.26
"athlético-pr";2017;35;"2017-11-15";"F";1;0.4086;0.2097;0.3602;1.2204;1.1290;0.0000;9.0000;981.4575;"M";"M";0;"ponte preta";17.90;69.78
"cruzeiro";2017;35;"2017-11-15";"C";2;0.4892;0.2312;0.2796;1.4946;1.0323;2.0000;12.0000;964.3950;"M";"E";0;"empate";57.30;104.97
"corinthians";2017;35;"2017-11-15";"C";3;0.4785;0.3011;0.2204;1.2903;0.8011;1.0000;18.0000;995.9175;"M";"M";1;"corinthians";50.60;133.39
"avaí";2017;35;"2017-11-15";"F";2;0.2639;0.5972;0.4583;0.8472;1.4444;0.0000;0.0000;1010.2700;"M";"E";0;"empate";50.60;70.03
"vasco";2017;35;"2017-11-15";"C";1;0.3091;0.2909;0.4000;1.0273;1.4273;0.0000;10.0000;1012.2550;"V";"E";0;"empate";57.60;79.33
"fluminense";2017;35;"2017-11-15";"F";1;0.3548;0.3011;0.3817;1.2581;1.2366;0.0000;3.0000;1011.8100;"M";"M";0;"corinthians";9.10;91.53
"ponte preta";2017;35;"2017-11-15";"C";2;0.3108;0.2635;0.4257;1.0676;1.2905;1.0000;3.0000;1013.8650;"M";"M";1;"ponte preta";27.90;106.77
"são paulo";2017;35;"2017-11-15";"F";0;0.4194;0.2527;0.3387;1.2903;1.1237;0.0000;6.0000;987.6625;"M";"M";0;"grêmio";27.90;115.19
"bahia";2017;35;"2017-11-16";"C";3;0.3000;0.2909;0.4091;1.0364;1.2000;1.0000;12.0000;1009.0175;"M";"M";1;"bahia";45.00;127.53
"santos";2017;35;"2017-11-16";"F";1;0.4462;0.1720;0.3065;1.3333;0.9462;0.0000;3.0000;993.9200;"M";"M";0;"bahia";38.20;105.95
"coritiba";2017;35;"2017-11-16";"C";1;0.3011;0.3065;0.3925;1.0484;1.1720;1.0000;8.0000;999.8350;"M";"M";1;"coritiba";57.20;112.90
"flamengo";2017;35;"2017-11-16";"F";0;0.3978;0.3065;0.3387;1.2312;1.1559;0.0000;6.0000;1012.0900;"M";"M";0;"coritiba";22.10;115.74
"palmeiras";2017;35;"2017-11-16";"C";5;0.4527;0.1959;0.3514;1.4122;1.2230;1.0000;9.0000;1014.3650;"M";"M";1;"palmeiras";93.60;132.82
"botafogo-rj";2017;35;"2017-11-16";"C";1;0.3851;0.2297;0.3851;1.1554;1.1081;1.0000;6.0000;984.1475;"E";"V";0;"atlético-go";35.30;98.55
"atlético-go";2017;35;"2017-11-16";"F";2;0.2353;1.0000;0.5882;0.9706;1.5294;1.0000;9.0000;1013.8200;"E";"V";1;"atlético-go";48.10;60.29
"vitória";2017;35;"2017-11-16";"F";1;0.3243;0.2905;0.4257;1.2905;1.4257;1.0000;10.0000;993.9575;"E";"M";0;"chapecoense";21.50;74.95
"sport";2017;35;"2017-11-16";"F";1;0.3446;0.1959;0.3784;1.2095;1.2905;0.0000;1.0000;1004.3400;"M";"M";0;"palmeiras";17.20;90.53
"chapecoense";2017;35;"2017-11-16";"C";2;0.3243;0.2905;0.3851;1.1014;1.2635;1.0000;12.0000;1006.6450;"E";"M";1;"chapecoense";28.50;82.81
"botafogo-rj";2017;36;"2017-11-19";"F";0;0.3826;0.3020;0.3893;1.1544;1.1141;0.0000;5.0000;984.6475;"M";"E";0;"empate";61.00;131.67
"atlético-mg";2017;36;"2017-11-19";"C";3;0.4385;0.2781;0.2834;1.4385;1.1604;1.0000;8.0000;994.4250;"M";"M";1;"atlético-mg";83.10;127.25
"sport";2017;36;"2017-11-19";"C";1;0.3423;0.2752;0.3826;1.2081;1.3154;1.0000;0.0000;1004.3400;"M";"M";1;"sport";63.90;101.89
"corinthians";2017;36;"2017-11-19";"F";0;0.4813;0.2620;0.2193;1.2995;0.8021;1.0000;18.0000;995.0425;"E";"M";0;"flamengo";2.20;83.50
"são paulo";2017;36;"2017-11-19";"C";0;0.4171;0.2406;0.3422;1.2834;1.1230;1.0000;3.0000;987.1625;"M";"E";0;"empate";31.90;101.26
"chapecoense";2017;36;"2017-11-19";"F";1;0.3289;0.0403;0.3826;1.1074;1.2617;1.0000;16.0000;1006.6450;"E";"E";0;"empate";30.40;80.03
"vitória";2017;36;"2017-11-19";"C";1;0.3221;0.2483;0.4295;1.2886;1.4295;1.0000;5.0000;993.9575;"E";"E";0;"empate";9.20;80.09
"cruzeiro";2017;36;"2017-11-19";"F";1;0.4866;0.1979;0.2781;1.4973;1.0374;1.0000;9.0000;964.3950;"E";"E";0;"empate";45.10;75.03
"athlético-pr";2017;36;"2017-11-19";"C";3;0.4064;0.2299;0.3636;1.2193;1.1337;1.0000;6.0000;981.4575;"M";"M";1;"athlético-pr";49.20;91.14
"grêmio";2017;36;"2017-11-19";"F";0;0.4652;0.2460;0.2834;1.1872;0.8824;0.0000;12.0000;988.7000;"M";"M";0;"santos";28.60;39.20
"vasco";2017;36;"2017-11-19";"F";1;0.3063;0.3874;0.3964;1.0270;1.4234;0.0000;6.0000;1012.2550;"M";"M";0;"athlético-pr";15.30;77.71
"flamengo";2017;36;"2017-11-19";"C";3;0.3957;0.2620;0.3422;1.2246;1.1551;1.0000;3.0000;1012.9650;"E";"M";1;"flamengo";70.90;123.26
"atlético-go";2017;36;"2017-11-19";"C";1;0.2571;0.1714;0.5714;1.0000;1.5143;1.0000;15.0000;1013.8200;"E";"E";0;"empate";32.50;57.32
"bahia";2017;36;"2017-11-19";"F";0;0.3063;0.3694;0.4054;1.0541;1.1982;0.0000;12.0000;1009.0175;"M";"M";0;"sport";32.90;135.17
"coritiba";2017;36;"2017-11-19";"F";0;0.3048;0.2781;0.3904;1.0481;1.1658;0.0000;12.0000;999.8350;"M";"M";0;"atlético-mg";6.20;80.66
"santos";2017;36;"2017-11-19";"C";1;0.4439;0.2460;0.3102;1.3316;0.9572;1.0000;0.0000;993.9200;"M";"M";1;"santos";69.20;97.90
"avaí";2017;36;"2017-11-20";"C";2;0.2603;0.2877;0.4521;0.8630;1.4521;1.0000;3.0000;1010.7700;"E";"M";1;"avaí";50.70;65.45
"ponte preta";2017;36;"2017-11-20";"F";0;0.3154;0.3289;0.4228;1.0738;1.2886;1.0000;9.0000;1013.1150;"E";"M";0;"fluminense";8.40;104.60
"fluminense";2017;36;"2017-11-20";"C";2;0.3529;0.2620;0.3850;1.2567;1.2460;1.0000;1.0000;1012.5600;"E";"M";1;"fluminense";54.90;94.97
"palmeiras";2017;36;"2017-11-20";"F";1;0.4564;0.1409;0.3490;1.4362;1.2215;1.0000;15.0000;1013.8650;"E";"M";0;"avaí";37.30;145.90
"sport";2017;37;"2017-11-25";"F";2;0.3467;0.3267;0.3800;1.2067;1.3067;1.0000;9.0000;1004.8400;"E";"V";1;"sport";52.00;107.95
"fluminense";2017;37;"2017-11-25";"C";1;0.3564;0.2606;0.3830;1.2606;1.2394;1.0000;9.0000;1012.0600;"E";"V";0;"sport";26.80;82.63
"são paulo";2017;37;"2017-11-26";"F";2;0.4149;0.3032;0.3404;1.2766;1.1170;0.0000;4.0000;988.1625;"M";"V";1;"são paulo";42.50;90.80
"vitória";2017;37;"2017-11-26";"F";3;0.3200;0.2600;0.4267;1.2867;1.4267;1.0000;4.0000;994.4575;"E";"V";1;"vitória";44.10;94.78
"bahia";2017;37;"2017-11-26";"C";0;0.3036;0.2857;0.4107;1.0446;1.1964;1.0000;7.0000;1008.0175;"M";"V";0;"chapecoense";38.20;134.45
"corinthians";2017;37;"2017-11-26";"C";2;0.4787;0.2979;0.2234;1.2926;0.8138;1.0000;9.0000;994.5425;"M";"E";0;"empate";59.60;138.60
"avaí";2017;37;"2017-11-26";"C";1;0.2703;0.2838;0.4459;0.8784;1.4459;1.0000;11.0000;1011.2700;"E";"M";1;"avaí";60.30;79.72
"athlético-pr";2017;37;"2017-11-26";"F";0;0.4096;0.1117;0.3617;1.2287;1.1330;1.0000;14.0000;980.9575;"E";"M";0;"avaí";12.70;65.79
"coritiba";2017;37;"2017-11-26";"C";1;0.3032;0.3032;0.3936;1.0426;1.1755;1.0000;7.0000;998.8350;"M";"V";0;"são paulo";22.30;96.22
"santos";2017;37;"2017-11-26";"F";2;0.4468;0.2606;0.3085;1.3298;0.9521;0.0000;9.0000;994.9200;"M";"V";1;"santos";31.20;97.60
"grêmio";2017;37;"2017-11-26";"C";1;0.4628;0.2500;0.2872;1.1809;0.8830;1.0000;7.0000;988.2000;"M";"E";0;"empate";32.50;42.73
"ponte preta";2017;37;"2017-11-26";"C";2;0.3133;0.2600;0.4267;1.0667;1.2933;1.0000;7.0000;1012.6150;"E";"V";0;"vitória";26.50;75.26
"cruzeiro";2017;37;"2017-11-26";"C";0;0.4840;0.2394;0.2766;1.4947;1.0372;2.0000;8.0000;963.3950;"M";"V";0;"vasco";12.70;98.04
"atlético-go";2017;37;"2017-11-26";"F";1;0.2500;1.3056;0.5556;1.0000;1.5000;0.0000;12.0000;1014.3200;"M";"E";0;"empate";42.00;52.48
"atlético-mg";2017;37;"2017-11-26";"F";2;0.4415;0.2979;0.2819;1.4468;1.1543;0.0000;10.0000;994.9250;"M";"E";0;"empate";51.60;109.73
"flamengo";2017;37;"2017-11-26";"C";1;0.3989;0.2606;0.3404;1.2340;1.1489;1.0000;9.0000;1011.9650;"M";"V";0;"santos";47.90;109.11
"vasco";2017;37;"2017-11-26";"F";1;0.3036;0.4018;0.4018;1.0268;1.4375;0.0000;3.0000;1013.2550;"M";"V";1;"vasco";57.10;86.50
"chapecoense";2017;37;"2017-11-26";"F";1;0.3267;0.2133;0.3800;1.1067;1.2600;0.0000;12.0000;1007.6450;"M";"V";1;"chapecoense";63.20;83.55
"botafogo-rj";2017;37;"2017-11-27";"F";0;0.3800;0.1933;0.3867;1.1467;1.1067;0.0000;3.0000;984.6475;"M";"M";0;"palmeiras";23.90;110.33
"palmeiras";2017;37;"2017-11-27";"C";2;0.4533;0.1933;0.3533;1.4333;1.2267;1.0000;9.0000;1013.8650;"M";"M";1;"palmeiras";67.60;130.62
"bahia";2017;38;"2017-12-03";"F";1;0.3009;0.4071;0.4159;1.0354;1.1947;0.0000;5.0000;1008.5175;"M";"E";0;"empate";29.50;99.33
"são paulo";2017;38;"2017-12-03";"C";1;0.4180;0.2434;0.3386;1.2804;1.1164;1.0000;11.0000;987.6625;"M";"E";0;"empate";32.30;84.35
"grêmio";2017;38;"2017-12-03";"F";3;0.4603;0.2804;0.2857;1.1799;0.8836;1.0000;6.0000;987.7000;"E";"M";0;"atlético-mg";49.40;27.95
"corinthians";2017;38;"2017-12-03";"F";0;0.4762;0.2169;0.2222;1.2963;0.8201;0.0000;6.0000;994.5425;"M";"M";0;"sport";30.30;55.78
"chapecoense";2017;38;"2017-12-03";"C";2;0.3311;0.2914;0.3775;1.1060;1.2517;1.0000;14.0000;1007.6450;"M";"M";1;"chapecoense";35.00;80.94
"fluminense";2017;38;"2017-12-03";"F";1;0.3545;0.0423;0.3862;1.2593;1.2434;1.0000;6.0000;1011.5600;"V";"E";0;"empate";25.90;88.00
"vasco";2017;38;"2017-12-03";"C";2;0.3097;0.2920;0.3982;1.0265;1.4248;1.0000;10.0000;1013.7550;"E";"M";1;"vasco";23.90;72.92
"santos";2017;38;"2017-12-03";"C";1;0.4497;0.2434;0.3069;1.3333;0.9524;1.0000;15.0000;994.4200;"M";"E";0;"empate";29.60;66.49
"palmeiras";2017;38;"2017-12-03";"F";0;0.4570;0.2848;0.3510;1.4371;1.2185;1.0000;12.0000;1012.9900;"E";"M";0;"athlético-pr";12.70;105.75
"ponte preta";2017;38;"2017-12-03";"F";1;0.3113;0.2185;0.4305;1.0728;1.3046;1.0000;3.0000;1012.1150;"E";"M";0;"vasco";16.70;96.90
"atlético-go";2017;38;"2017-12-03";"C";1;0.2432;0.2162;0.5405;1.0000;1.4865;0.0000;8.0000;1014.8200;"V";"E";0;"empate";37.90;56.92
"coritiba";2017;38;"2017-12-03";"F";1;0.3016;0.2328;0.3968;1.0423;1.1799;0.0000;5.0000;998.8350;"M";"M";0;"chapecoense";37.00;80.50
"botafogo-rj";2017;38;"2017-12-03";"C";2;0.3775;0.2318;0.3907;1.1391;1.1126;1.0000;2.0000;984.6475;"E";"E";0;"empate";62.10;92.60
"atlético-mg";2017;38;"2017-12-03";"C";4;0.4392;0.2804;0.2804;1.4497;1.1587;1.0000;10.0000;995.4250;"E";"M";1;"atlético-mg";66.90;114.97
"avaí";2017;38;"2017-12-03";"F";1;0.2800;0.6133;0.4400;0.8800;1.4267;0.0000;16.0000;1011.7700;"M";"E";0;"empate";56.70;79.12
"sport";2017;38;"2017-12-03";"C";1;0.3510;0.2715;0.3775;1.2119;1.3046;1.0000;15.0000;1004.8400;"M";"M";1;"sport";70.60;114.25
"flamengo";2017;38;"2017-12-03";"F";2;0.3968;0.2011;0.3439;1.2328;1.1534;1.0000;6.0000;1012.4650;"E";"V";1;"flamengo";39.50;97.00
"vitória";2017;38;"2017-12-03";"C";1;0.3245;0.2517;0.4238;1.2980;1.4305;1.0000;11.0000;993.9575;"E";"V";0;"flamengo";9.50;74.12
"cruzeiro";2017;38;"2017-12-03";"F";2;0.4815;0.1852;0.2804;1.4868;1.0370;1.0000;3.0000;963.3950;"E";"E";0;"empate";11.90;93.96
"athlético-pr";2017;38;"2017-12-03";"C";3;0.4074;0.2275;0.3651;1.2222;1.1323;1.0000;6.0000;981.8325;"E";"M";1;"athlético-pr";68.70;79.86
"santos";2018;1;"2018-04-14";"C";2;0.4474;0.2474;0.3053;1.3316;0.9526;0.0000;12.0000;995.1700;"E";"M";1;"santos";77.35;247.04
"cruzeiro";2018;1;"2018-04-14";"C";0;0.4789;0.2421;0.2789;1.4895;1.0421;1.0000;4.0000;962.3950;"M";"V";0;"grêmio";29.89;239.10
"grêmio";2018;1;"2018-04-14";"F";1;0.4579;0.2421;0.2895;1.1895;0.9000;0.0000;0.0000;988.7000;"M";"V";1;"grêmio";87.49;310.35
"ceará";2018;1;"2018-04-14";"F";0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1000.2700;"E";"M";0;"santos";14.29;151.94
"flamengo";2018;1;"2018-04-14";"F";2;0.4000;0.2000;0.3421;1.2368;1.1526;1.0000;12.0000;1012.4650;"E";"E";0;"empate";45.49;253.79
"vitória";2018;1;"2018-04-14";"C";2;0.3224;0.2500;0.4276;1.2961;1.4342;1.0000;7.0000;993.9575;"E";"E";0;"empate";27.16;176.74
"atlético-mg";2018;1;"2018-04-15";"F";1;0.4421;0.1737;0.2789;1.4632;1.1684;1.0000;12.0000;994.4250;"V";"M";0;"vasco";49.75;200.81
"fluminense";2018;1;"2018-04-15";"F";1;0.3526;0.3000;0.3842;1.2579;1.2421;0.0000;8.0000;1011.5600;"M";"M";0;"corinthians";43.31;145.44
"internacional";2018;1;"2018-04-15";"C";2;0.3947;0.2632;0.3421;1.1711;1.1316;1.0000;9.0000;991.0950;"M";"M";1;"internacional";95.35;222.40
"bahia";2018;1;"2018-04-15";"F";0;0.2982;0.3509;0.4123;1.0351;1.1930;0.0000;3.0000;1008.5175;"M";"M";0;"internacional";29.78;158.78
"vasco";2018;1;"2018-04-15";"C";2;0.3158;0.2895;0.3947;1.0351;1.4211;0.0000;15.0000;1014.7550;"V";"M";1;"vasco";55.42;204.20
"sport";2018;1;"2018-04-15";"F";0;0.3553;0.0461;0.3750;1.2105;1.2961;1.0000;18.0000;1003.0900;"V";"M";0;"américa-mg";16.91;156.02
"corinthians";2018;1;"2018-04-15";"C";2;0.4737;0.3000;0.2263;1.2895;0.8211;1.0000;2.0000;994.5425;"M";"M";1;"corinthians";50.29;242.58
"athlético-pr";2018;1;"2018-04-15";"C";5;0.4105;0.2263;0.3632;1.2316;1.1263;1.0000;12.0000;981.8325;"M";"M";1;"athlético-pr";81.27;220.65
"américa-mg";2018;1;"2018-04-15";"C";3;0.1842;0.1842;0.6316;0.6053;1.5263;0.0000;2.0000;1010.5200;"V";"M";1;"américa-mg";120.55;211.90
"chapecoense";2018;1;"2018-04-15";"F";1;0.3355;0.2829;0.3750;1.1118;1.2500;0.0000;16.0000;1007.6450;"M";"M";0;"athlético-pr";18.98;146.82
"paraná";2018;1;"2018-04-16";"F";0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1000.5200;"E";"M";0;"são paulo";17.89;141.03
"botafogo-rj";2018;1;"2018-04-16";"C";1;0.3750;0.2368;0.3882;1.1447;1.1184;1.0000;4.0000;984.6475;"E";"E";0;"empate";50.18;185.76
"palmeiras";2018;1;"2018-04-16";"F";1;0.4539;0.2368;0.3553;1.4276;1.2303;1.0000;6.0000;1012.9900;"E";"E";0;"empate";17.45;259.51
"são paulo";2018;1;"2018-04-16";"C";1;0.4158;0.2474;0.3368;1.2789;1.1158;0.0000;10.0000;988.1625;"E";"M";1;"são paulo";65.56;252.99
"flamengo";2018;2;"2018-04-21";"C";2;0.3979;0.2618;0.3403;1.2408;1.1571;2.0000;9.0000;1012.4650;"M";"M";1;"flamengo";77.09;256.54
"bahia";2018;2;"2018-04-21";"C";1;0.2957;0.2870;0.4174;1.0261;1.2000;1.0000;2.0000;1008.5175;"M";"M";1;"bahia";67.64;167.54
"américa-mg";2018;2;"2018-04-21";"F";0;0.2051;1.2821;0.6154;0.6667;1.4872;0.0000;10.0000;1010.5200;"M";"M";0;"flamengo";23.35;215.16
"santos";2018;2;"2018-04-21";"F";0;0.4503;0.1728;0.3037;1.3351;0.9476;0.0000;14.0000;995.1700;"M";"M";0;"bahia";38.29;237.74
"paraná";2018;2;"2018-04-22";"C";0;0.0000;0.0000;1.0000;0.0000;1.0000;0.0000;0.0000;999.5825;"E";"V";0;"corinthians";32.51;141.90
"grêmio";2018;2;"2018-04-22";"C";0;0.4607;0.2513;0.2880;1.1885;0.8953;1.0000;10.0000;988.2000;"M";"E";0;"empate";53.67;301.06
"vasco";2018;2;"2018-04-22";"F";1;0.3217;0.3826;0.3913;1.0435;1.4174;1.0000;18.0000;1014.7550;"E";"E";0;"empate";37.64;202.72
"palmeiras";2018;2;"2018-04-22";"C";1;0.4510;0.1961;0.3529;1.4248;1.2288;1.0000;6.0000;1012.9900;"M";"M";1;"palmeiras";84.00;257.24
"athlético-pr";2018;2;"2018-04-22";"F";0;0.4136;0.2513;0.3613;1.2513;1.1257;0.0000;15.0000;982.3325;"M";"E";0;"empate";41.35;222.83
